Unique_id,activity_sector,Former_dep,Job_dep,job_desc,Contract_type,Job_category,JOB_CONDITION,COMPANY_CATEGORY,working_hours,EMPLOYEE_COUNT
27984,"FZ","31","31","632a","CDI","O","C","ct_9",1610,"tr_1"
27985,"TZ","28","28","563c","CDI","O","C",NA,189,NA
27993,"KZ","31","31","543g","AUT","X","C","ct_9",1638,"tr_1"
28008,"LZ","24","24","684a","CDI","O","C","ct_9",1822,"tr_1"
28015,"QB","33","33","434f","CDI","O","C","ct_8",1743,"tr_5"
28017,"QB","59","59","525d","CDI","O","C","ct_8",1782,"tr_1"
28025,"MA","29","50","474a","CDI","O","C","ct_9",1666,"tr_4"
28032,"NZ","59","59","684a","CDI","O","P","ct_9",724,"tr_6"
28043,"QA","38","38","431f","CDI","O","P","ct_8",787,"tr_5"
28050,"SZ","49","49","543b","CDI","O","P","ct_8",390,"tr_2"
28054,"CL","92","92","624c","CDI","O","C","ct_9",1539,"tr_6"
28057,"QB","31","31","525d","CDI","O","C","ct_8",1812,"tr_3"
28077,"NZ","47","47","691e","TOA","O","C","ct_8",623,"tr_2"
28078,"SZ","11","11","564b","CDI","O","C",NA,480,NA
28087,"QB","85","85","534a","CDI","O","P","ct_8",1297,"tr_3"
28089,"QB","57","57","525d","CDI","O","C","ct_8",1820,"tr_1"
28095,"OZ","06","06","434d","CDI","O","C","ct_8",1744,"tr_5"
28097,"QB","29","29","526d","CDI","O","P","ct_8",1507,"tr_4"
28100,"CM","74","74","461f","CDI","O","C","ct_9",1737,"tr_6"
28105,"GZ","33","33","552a","CDI","O","C","ct_9",1883,"tr_5"
28109,"CL","95","92","462e","CDI","O","P","ct_9",175,"tr_6"
28114,"TZ","22","22","563c","CDI","O","N","ct_7",460,"tr_1"
28116,"NZ","69","69","691e","CDI","O","C",NA,356,"tr_1"
28121,"KZ","33","94","435b","CDI","O","C","ct_8",1638,"tr_2"
28135,"CA","21","21","684a","CDI","O","C","ct_9",1940,"tr_5"
28148,"TZ","91","75","563c","CDI","O","C",NA,431,NA
28175,"CA","93","75","462e","CDI","O","C","ct_9",773,"tr_3"
28184,"QB","45","45","543b","CDI","O","P","ct_8",910,"tr_3"
28188,"OZ","60","60","479b","CDI","O","C","ct_8",1750,"tr_3"
28193,"QB","55","55","525d","CDI","O","P","ct_3",909,"tr_1"
28213,"OZ","44","44","545d","CDI","O","P","ct_8",728,"tr_6"
28215,"OZ","94","94","543g","CDI","O","C","ct_1",639,"tr_3"
28251,"GZ","88","88","462b","CDI","O","C","ct_9",1800,"tr_3"
28276,"NZ","05","13","387e","CDI","O","C","ct_9",1939,"tr_6"
28290,"HZ","56","56","451a","CDI","O","P","ct_9",1274,"tr_2"
28291,"IZ","69","69","636d","CDI","O","C","ct_9",1561,"tr_1"
28302,"CL","51","51","462e","CDI","O","C","ct_9",224,"tr_1"
28304,"QA","49","49","526a","CDI","O","C","ct_9",1370,"tr_5"
28312,"QB","60","60","526d","CDI","O","C","ct_8",1905,"tr_0"
28335,"CM",NA,NA,"624f","CDI","O","C","ct_9",849,"tr_3"
28348,"QB","75","75","543b","CDI","O","C","ct_8",1370,"tr_5"
28360,"QA","54","54","433a","CDI","O","P","ct_8",1235,"tr_6"
28363,"CA","44","44","674b","CDI","O","P","ct_9",940,"tr_5"
28374,"CM","83","95","387e","CDI","O","C","ct_9",889,"tr_2"
28382,"PZ","69","69","421b","CDI","O","C","ct_8",1820,"tr_3"
28392,"GZ","75","75","373d","CDI","O","P","ct_6",1375,"tr_1"
28403,"QB","59","59","525d","CDI","O","P","ct_8",1704,"tr_3"
28404,"NZ","93","94","684a","CDI","O","C","ct_9",626,"tr_6"
28405,"NZ","17","17","691e","TOA","O","C","ct_8",739,"tr_3"
28406,"JC","69","69","388c","CDI","O","P","ct_9",1560,"tr_5"
28407,"NZ","92","93","534a","CDI","O","C",NA,240,"tr_4"
28411,"MB","11","31","475a","CDI","O","C","ct_9",910,"tr_6"
28420,"NZ","77","93","534a","CDI","O","C","ct_9",1304,"tr_6"
28421,"QB","59","59","525d","CDI","O","C","ct_8",1928,"tr_4"
28427,"FZ","87","87","632f","CDI","O","C","ct_9",383,"tr_1"
28428,"MA","01","73","542a","CDI","O","C","ct_9",1242,"tr_0"
28432,"GZ","77","77","543g","CDI","O","C","ct_9",1410,"tr_2"
28434,"CL","13","13","474b","CDI","O","C","ct_9",1872,"tr_6"
28436,"NZ","59","59","676e","CDI","O","C","ct_9",1409,"tr_6"
28442,"KZ","31","31","477c","CDI","O","C","ct_9",1547,"tr_6"
28451,"IZ","34","34","561d","TOA","O","N","ct_9",188,"tr_0"
28456,"QB","50","50","526a","CDI","O","P","ct_8",2200,"tr_4"
28473,"QA","62","62","431d","CDI","O","C","ct_8",1820,"tr_6"
28484,"FZ","31","31","481b","CDI","O","C","ct_9",1730,"tr_1"
28497,"MB","92","91","342g","CDI","O","C","ct_5",2080,"tr_6"
28508,"QB","42","42","563b","CDI","O","P","ct_8",1539,"tr_5"
28518,"FZ","73","73","542a","CDI","O","C","ct_6",1400,"tr_3"
28534,"QB","42","42","525d","CDI","O","C","ct_9",1858,"tr_4"
28541,"NZ","47","47","632a","TTP","O","N","ct_9",1350,"tr_1"
28560,"KZ","94","94","372c","CDI","O","C","ct_9",2044,"tr_6"
28567,"QB","21","21","525d","CDI","O","C","ct_8",1744,"tr_3"
28577,"IZ","75","75","534a","CDI","O","C","ct_8",1257,"tr_1"
28582,"GZ","29","29","462b","CDI","O","C","ct_9",2028,"tr_5"
28592,"KZ","35","35","382a","CDI","O","C","ct_9",1729,"tr_4"
28595,"LZ","31","31","676e","CDI","O","P","ct_9",684,"tr_1"
28614,"QA","39","39","525d","CDI","O","C","ct_8",1365,"tr_0"
28615,"NZ","60","93","534b","CDI","O","C","ct_9",1316,"tr_6"
28619,"FZ","70","25","632j","CDI","O","C","ct_9",1792,"tr_2"
28626,"QB","83","83","563b","CDI","O","C",NA,298,NA
28628,"QB","67","68","434d","CDI","O","C","ct_8",1818,"tr_3"
28642,"NZ","17","17","681a","TTP","O","C","ct_9",326,"tr_2"
28658,"GZ","19","19","554a","CDI","O","C","ct_9",2028,"tr_1"
28659,"CB","59","59","543g","CDI","O","C","ct_9",2028,"tr_2"
28661,"OZ","34","34","524c","CDI","O","P","ct_2",819,"tr_6"
28670,"QB","53","53","563a","CDI","O","N","ct_7",670,"tr_0"
28682,"QA","38","38","432d","CDI","O","C","ct_8",1323,"tr_2"
28701,"GZ","58","58","433d","CDI","O","C","ct_9",1820,"tr_1"
28704,"OZ","78","78","545d","CDI","O","C","ct_8",2086,"tr_5"
28720,"QB","22","22","526a","CDI","O","C","ct_8",1517,"tr_4"
28741,"HZ","75","93","466a","CDI","O","C","ct_9",700,"tr_6"
28765,"PZ",NA,NA,"421b","CDI","O","C","ct_8",1213,"tr_3"
28766,"GZ",NA,NA,"634c","CDI","O","C","ct_9",1517,"tr_1"
28777,"OZ","53","53","524c","AUT","O","P","ct_2",1894,"tr_6"
28778,"QB","17","17","526a","CDI","O","C","ct_9",1827,"tr_3"
28782,"QA","83","83","523d","CDI","O","P","ct_3",455,"tr_6"
28789,"KZ","33","92","467a","CDI","O","C","ct_9",540,"tr_6"
28790,"NZ","67","67","525d","CDI","O","C","ct_8",846,"tr_6"
28795,"QA",NA,NA,"636d","CDI","O","C","ct_9",1916,"tr_6"
28796,"CB","06","62","554b","CDI","O","C","ct_9",351,"tr_0"
28801,"QA","78","78","526a","CDI","O","C",NA,124,NA
28812,"GZ","14","92","463d","CDI","O","C","ct_9",1820,"tr_6"
28813,"CA","55","55","676a","CDI","O","C","ct_9",1273,"tr_6"
28826,"OZ","76","76","524b","CDI","O","P","ct_1",1517,"tr_5"
28828,"GZ","59","59","552a","CDI","O","P","ct_9",1171,"tr_6"
28829,"HZ","35","44","641a","CDI","O","C","ct_9",2200,"tr_5"
28844,"CG","22","22","674a","CDI","O","C","ct_9",1826,"tr_6"
28851,"GZ","07","92","463d","CDI","O","C","ct_9",1655,"tr_3"
28861,"OZ","05","05","545d","CDI","O","C","ct_8",1903,"tr_4"
28863,"PZ","21","21","542a","CDI","O","C","ct_9",1820,"tr_5"
28867,"HZ","60","95","534a","CDI","O","P","ct_9",1564,"tr_6"
28875,"CG","63","63","375b","CDI","O","C","ct_9",1820,"tr_6"
28890,"HZ","93","92","642b","CDI","O","C","ct_9",759,"tr_0"
28892,"CG","69","69","463e","CDI","O","C","ct_9",1673,"tr_2"
28894,"NZ","36","94","534a","CDI","O","C","ct_9",1851,"tr_6"
28895,"QB","69","69","543b","CDI","O","C","ct_8",1655,"tr_5"
28897,"HZ","95","94","643a","CDI","O","C","ct_9",910,"tr_1"
28898,"OZ","17","17","422e","CDD","O","P","ct_1",1092,"tr_6"
28918,"HZ",NA,NA,"477a","CDI","O","C","ct_9",1834,"tr_1"
28931,"QA","50","50","526a","CDI","O","P","ct_8",531,"tr_2"
28972,"GZ","78","78","554e","CDI","O","P","ct_9",599,"tr_1"
28976,"OZ","92","92","373b","CDI","O","C","ct_8",1820,"tr_6"
29003,"FZ","64","64","651a","CDI","O","C","ct_9",1598,"tr_5"
29004,"RZ","71","21","534a","CDI","O","C","ct_9",1097,"tr_4"
29007,"SZ","91",NA,"422b","CDI","O","C","ct_8",304,"tr_0"
29027,"PZ","44","80","421b","CDI","O","P","ct_8",1450,"tr_3"
29028,"QB","92","92","563a","CDI","O","N","ct_7",674,"tr_0"
29031,"QB","02","02","563a","CDI","O","N","ct_7",1759,"tr_1"
29041,"QA","88","88","523d","CDI","O","C","ct_3",1820,"tr_6"
29044,"OZ","93","94","333e","CDI","O","P","ct_8",1575,"tr_3"
29064,"GZ","80","80","634c","CDI","O","C","ct_9",1778,"tr_1"
29067,"CA","59","59","483a","CDI","O","C","ct_9",1897,"tr_5"
29069,"CA","56","56","674c","CDI","O","C","ct_9",1023,"tr_6"
29071,"FZ","95","91","632a","CDI","O","C","ct_9",1148,"tr_1"
29079,"CK","77","95","624d","CDI","O","C","ct_9",1517,"tr_3"
29080,"HZ","12","12","526e","CDI","O","C","ct_9",1572,"tr_2"
29085,"QA","92","75","451h","CDI","O","C","ct_8",1853,"tr_6"
29110,"CH","42","42","628c","CDI","O","C","ct_9",1602,"tr_5"
29115,"HZ","31","31","521a","CDI","O","C","ct_9",1660,"tr_6"
29121,"MA","35","35","634a","CDI","O","C","ct_9",946,"tr_4"
29127,"GZ","59","59","675a","CDI","O","C","ct_9",1536,"tr_3"
29128,"CL","94","93","383a","CDI","O","C","ct_9",1870,"tr_6"
29131,"TZ","75","95","563c","CDI","O","N","ct_7",200,"tr_1"
29133,"QB","68","68","525d","CDI","O","N",NA,200,NA
29139,"QB","34","34","526a","CDI","O","C","ct_8",1820,"tr_4"
29165,"FZ","67","67","543g","CDI","O","C","ct_9",1820,"tr_2"
29166,"KZ","92","92","462c","CDI","O","C","ct_9",1820,"tr_6"
29181,"QB","74","74","525d","CDI","O","C","ct_8",1841,"tr_3"
29198,"QB","34","34","563b","CDI","O","P","ct_8",1859,"tr_5"
29201,"MB","33","33","524b","AUT","O","C","ct_1",1820,"tr_5"
29202,"TZ","28","28","563c","CDI","O","N","ct_7",1484,"tr_1"
29224,"IZ","49","49","561f","CDI","O","P","ct_9",1014,"tr_1"
29226,"HZ","79","79","451a","CDI","O","C","ct_9",1830,"tr_3"
29232,"OZ","93","75","523b","AUT","O","P","ct_1",910,"tr_6"
29235,"CA","27","27","625f","CDI","O","C","ct_9",1836,"tr_3"
29238,"GZ","06","06","344d","CDI","O","P","ct_9",785,"tr_1"
29242,"TZ","14","14","563c","CDI","O","P",NA,250,NA
29263,"NZ","95","77","534a","CDI","O","C","ct_9",604,"tr_6"
29275,"FZ","06","06","621a","CDI","O","C","ct_9",1292,"tr_5"
29276,"GZ","94","75","464a","CDI","O","C","ct_9",1826,"tr_5"
29277,"QB","68","68","525d","CDI","O","C","ct_8",1834,"tr_6"
29283,"GZ","93","93","653a","CDI","O","C","ct_9",1781,"tr_2"
29286,"QB","14","14","563b","CDI","O","P","ct_8",1263,"tr_3"
29287,"PZ","57","57","422d","CDI","O","C","ct_8",1820,"tr_3"
29288,"GZ","07","07","542a","CDI","O","P","ct_9",694,"tr_2"
29289,"IZ","76","76","643a","CDI","O","C","ct_9",1763,"tr_5"
29305,"RZ","30","30","631a","CDI","O","C","ct_9",910,"tr_3"
29309,"QB","27","27","344b","CDI","O","P","ct_9",898,"tr_4"
29311,"NZ","33","33","684a","CDI","O","C","ct_9",2041,"tr_3"
29344,"CC","34","30","627f","CDI","O","C","ct_9",1902,"tr_5"
29345,"FZ","66","66","543h","CDI","O","C","ct_9",1788,"tr_1"
29351,"NZ","39","39","676c","CDD","O","P","ct_8",595,"tr_4"
29376,"AZ","31","31","691e","CDI","O","C",NA,429,NA
29433,"KZ","92","92","467b","CDI","O","P","ct_9",1222,"tr_6"
29451,"FZ","36","36","632g","CDI","O","C","ct_9",118,"tr_4"
29457,"HZ","01","01","451a","CDI","O","C","ct_9",1825,"tr_3"
29461,"QA","18","58","526e","CDI","O","C","ct_9",1982,"tr_2"
29472,"HZ","26","26","641b","CDI","O","C","ct_9",1714,"tr_6"
29476,"MC","67","67","643a","CDD","O","P",NA,833,NA
29477,"CC","76","76","626c","CDI","O","C","ct_9",1826,"tr_5"
29478,"JB","35","35","478d","CDI","O","P","ct_9",1064,"tr_6"
29483,"QB","59","59","461d","CDI","O","C","ct_8",1820,"tr_3"
29485,"CA","57","57","461b","CDI","O","C","ct_9",1666,"tr_3"
29488,"NZ",NA,NA,"684a","CDI","O","C","ct_9",1376,"tr_6"
29490,"SZ","85","85","543g","CDI","O","P","ct_8",943,"tr_3"
29497,"FZ","77","91","681a","CDI","O","C","ct_9",1295,"tr_2"
29501,"QB","62","62","563b","CDI","O","N","ct_7",974,"tr_1"
29503,"QB","35","35","563a","CDI","O","N","ct_8",986,"tr_3"
29506,"PZ","83","83","422e","CDD","O","P","ct_2",1110,"tr_2"
29512,"FZ","13","13","632g","CDI","O","C","ct_9",1806,"tr_2"
29522,"TZ","10","10","563c","CDI","O","C",NA,525,NA
29527,"NZ","85","85","643a","CDI","O","P","ct_9",255,"tr_4"
29533,"OZ","69","69","524c","CDI","O","P",NA,187,NA
29547,"HZ","62","62","434b","CDI","O","P","ct_9",1594,"tr_1"
29552,"HZ","92","92","451a","CDI","O","C","ct_9",1593,"tr_5"
29554,"QB","30","84","563b","CDI","O","P","ct_9",1038,"tr_3"
29561,"PZ","93","95","341a","CDI","O","C","ct_8",1830,"tr_3"
29565,"NZ","13","13","534a","CDI","O","C","ct_9",1820,"tr_0"
29585,"QB","22","22","344b","CDI","O","P","ct_8",169,"tr_4"
29586,"HZ","91","93","628g","CDI","O","C","ct_5",1824,"tr_6"
29597,"FZ","54","54","684a","CDI","O","C","ct_9",1374,"tr_3"
29598,"QB","57","57","526c","CDI","O","P","ct_9",644,"tr_1"
29608,"QB","83","83","525d","CDI","O","C","ct_9",1834,"tr_4"
29618,"FZ","25","25","632g","CDI","O","C","ct_9",1820,"tr_2"
29626,"QA","78","75","526b","CDI","O","C","ct_9",1568,"tr_1"
29632,"GZ","39","39","462a","CDI","O","C","ct_9",929,"tr_1"
29636,"OZ","64","64","524c","CDI","O","C",NA,138,NA
29641,"QB",NA,NA,"551a","AUT","X","P","ct_8",486,"tr_3"
29644,"QB","51","51","563b","CDI","O","P","ct_8",1211,"tr_2"
29646,"GZ","75","60","462c","CDI","O","C","ct_9",2102,"tr_6"
29647,"RZ","34","34","541b","CDI","O","C","ct_8",1085,"tr_1"
29648,"HZ","94","77","684a","CDI","O","C","ct_9",600,"tr_5"
29654,"HZ","22","93","389b","CDI","O","C","ct_9",1149,"tr_6"
29658,"EZ","02","92","461c","CDI","O","C","ct_9",1636,"tr_3"
29659,"CA","22","35","674b","AUT","O","P",NA,152,NA
29667,"GZ","44","44","625d","CDI","O","P","ct_9",1316,"tr_4"
29669,"CB","59","59","676e","CDI","O","C","ct_9",1561,"tr_6"
29672,"NZ","62","59","542a","CDD","O","C","ct_8",1771,"tr_3"
29674,"HZ","65","65","654b","CDI","O","P","ct_9",1103,"tr_4"
29678,"GZ","85","85","542a","CDI","O","C","ct_9",1820,"tr_1"
29699,"MA","01","01","472b","CDI","O","C","ct_9",1727,"tr_1"
29711,"NZ","06","06","542a","CDI","O","C","ct_9",1029,"tr_1"
29718,"HZ","31","31","641a","CDI","O","C","ct_9",2065,"tr_3"
29721,"NZ","38","38","676e","TTP","O","C","ct_9",436,"tr_1"
29725,"CH","42","42","628g","CDI","O","C","ct_9",576,"tr_3"
29730,"HZ","38","38","628a","CDI","O","C","ct_9",1578,"tr_4"
29733,"QB","69","69","434f","CDI","O","C","ct_8",1840,"tr_6"
29735,"QB","17","17","526a","CDI","O","P",NA,168,NA
29739,"QA","69","69","525d","CDI","O","C","ct_8",340,"tr_5"
29744,"MA","42","42","461d","CDI","O","C","ct_9",1669,"tr_2"
29747,"QA","78","78","451h","CDI","O","P","ct_9",869,"tr_3"
29751,"KZ","66","66","542a","CDI","O","C","ct_9",1505,"tr_2"
29759,"QA","63","19","526a","CDI","O","P","ct_8",1248,"tr_6"
29770,"PZ","37","37","461d","CDI","O","P","ct_8",1484,"tr_3"
29794,"GZ","35","35","433d","CDI","O","C","ct_9",2009,"tr_1"
29810,"OZ","65","65","545d","CDI","O","C","ct_8",2005,"tr_5"
29812,"OZ","03","03","523c","AUT","O","C","ct_2",1820,"tr_4"
29818,"SZ","93","92","543g","CDI","O","C","ct_8",911,"tr_1"
29830,"RZ","45","45","424a","CDI","O","P","ct_8",392,"tr_1"
29831,"QB","49","49","435b","CDI","O","P","ct_8",1044,"tr_1"
29839,"MB","33","33","342g","CDI","O","C","ct_5",2080,"tr_6"
29840,"QA","59","59","526a","CDI","O","C","ct_8",925,"tr_5"
29841,"NZ","92","75","373a","CDI","O","C","ct_9",1792,"tr_4"
29845,"QA","78","78","525d","CDI","O","C","ct_3",1970,"tr_6"
29860,"QB","67","67","563a","CDI","O","N","ct_7",2994,"tr_1"
29904,"QB","38","38","525d","CDI","O","P","ct_8",669,"tr_5"
29908,"NZ","17","17","684a","CDD","O","P","ct_9",806,"tr_6"
29910,"GZ","26","26","552a","CDI","O","P","ct_9",1571,"tr_3"
29911,"MA","06","06","461b","CDI","O","P","ct_9",780,"tr_1"
29922,"QB","59","59","526c","CDI","O","C","ct_9",706,"tr_1"
29926,"PZ","60","60","341a","CDI","O","C","ct_8",1820,"tr_5"
29927,"CF","35","35","542a","CDI","O","C","ct_9",1685,"tr_5"
29959,"GZ","91","92","462e","CDI","O","C","ct_9",1802,"tr_2"
29969,"LZ","35","35","543b","CDI","O","C","ct_9",910,"tr_0"
29972,"FZ","31","31","622c","CDI","O","C","ct_9",1412,"tr_5"
29982,"KZ","63","69","467c","CDI","O","C","ct_8",1820,"tr_1"
29984,"HZ","76","19","641a","CDI","O","C","ct_9",2200,"tr_3"
29987,"QA","30","84","431f","CDI","O","C","ct_9",1796,"tr_5"
30001,"HZ","75","92","466a","CDI","O","C","ct_5",2014,"tr_6"
30035,"LZ","91","91","461f","CDI","O","C","ct_9",1820,"tr_3"
30046,"FZ","74","73","681a","CDI","O","C","ct_9",2297,"tr_1"
30048,"QA","78","95","332b","CDI","O","C","ct_3",1820,"tr_6"
30052,"OZ","94","75","333a","CDI","O","C","ct_1",1820,"tr_6"
30070,"HZ","10","94","641a","CDI","O","C","ct_9",1749,"tr_3"
30078,"QB","56","56","563b","CDI","O","P","ct_8",703,"tr_3"
30080,"LZ","31","31","676e","CDI","O","P","ct_9",684,"tr_1"
30086,"CA","62","62","534a","CDI","O","P","ct_9",237,"tr_6"
30088,"HZ","59","62","641a","CDI","O","C","ct_9",2033,"tr_3"
30089,"NZ","59","59","631a","CDI","O","C","ct_9",2130,"tr_1"
30095,"NZ","93","93","684a","CDI","O","C","ct_9",605,"tr_2"
30097,"HZ","62","59","466c","CDI","O","C","ct_9",783,"tr_5"
30156,"GZ","49","49","477a","CDI","O","C","ct_9",1771,"tr_2"
30165,"GZ","35","35","676c","CDI","O","C","ct_9",1820,"tr_4"
30166,"JC","92","92","478b","CDI","O","P","ct_9",1847,"tr_1"
30189,"PZ","93","93","524b","CDI","O","C",NA,136,NA
30193,"CL","52","52","487a","CDI","O","C","ct_9",1354,"tr_5"
30199,"KZ","14","50","467a","CDI","O","C","ct_9",1820,"tr_6"
30207,"QB","26","26","387c","CDI","O","C","ct_8",455,"tr_4"
30208,"GZ","29","29","676d","CDI","O","C","ct_8",1447,"tr_2"
30210,"CA","49","49","486c","CDI","O","C","ct_9",1520,"tr_5"
30233,"OZ","67","67","524c","AUT","O","P","ct_2",1457,"tr_3"
30248,"OZ","41","41","523b","AUT","O","C","ct_1",1820,"tr_5"
30265,"CH","74","74","475b","CDI","O","C","ct_9",1822,"tr_3"
30279,"GZ","68","68","551a","CDI","O","P","ct_9",1649,"tr_5"
30281,"GZ","37","37","543b","CDI","O","P","ct_9",946,"tr_6"
30289,"IZ","29","56","561b","CDI","O","C",NA,256,NA
30291,"IZ","93","75","636d","CDI","O","C","ct_9",455,"tr_3"
30299,"QA","22","22","685a","CDI","O","C",NA,162,NA
30305,"OZ","05","05","545d","CDI","O","C","ct_8",1820,"tr_5"
30307,"QA","22","22","344a","CDI","O","P","ct_8",1436,"tr_6"
30314,"FZ","41","41","632d","CDI","O","C","ct_9",1434,"tr_6"
30322,"MA","56","56","423b","CDI","O","C","ct_9",1078,"tr_4"
30323,"GZ","78","78","486d","CDI","O","C","ct_9",1342,"tr_3"
30328,"QB","34","34","685a","CDI","O","P","ct_8",1055,"tr_4"
30339,"QB","62","62","525d","CDI","O","P","ct_8",1523,"tr_3"
30348,"QB","18","18","563a","CDI","O","N","ct_7",3000,"tr_1"
30351,"CC","88","88","627d","CDI","O","C","ct_9",1347,"tr_4"
30376,"CA","80","80","475b","CDI","O","C","ct_9",1236,"tr_6"
30377,"CG","35","35","625c","CDI","O","C","ct_9",166,"tr_1"
30389,"CM","63","63","373d","CDI","O","C","ct_9",1104,"tr_1"
30398,"NZ","02","60","534a","CDI","O","C","ct_9",2312,"tr_6"
30400,"HZ","91","77","641b","CDI","O","C",NA,159,NA
30401,"KZ","27","27","461d","CDI","O","C","ct_9",1972,"tr_1"
30414,"NZ","49","49","685a","TTP","O","N","ct_9",1268,"tr_1"
30420,"OZ",NA,NA,"451g","CDI","O","C","ct_2",1820,"tr_6"
30422,"GZ","91","91","643a","CDI","O","C","ct_9",1461,"tr_3"
30428,"GZ","44","44","462b","CDI","O","C","ct_9",2074,"tr_1"
30442,"FZ","27","27","633a","CDI","O","C","ct_9",1475,"tr_1"
30445,"NZ","13","13","684a","CDI","O","C","ct_8",1520,"tr_1"
30466,"KZ","69","69","467c","CDI","O","C","ct_9",830,"tr_3"
30470,"FZ","59","59","621a","CDI","O","C","ct_9",1724,"tr_3"
30472,"GZ","29","29","653a","CDI","O","P","ct_9",1563,"tr_3"
30492,"HZ","69","69","451a","CDI","O","P","ct_9",220,"tr_5"
30510,"MA","13","92","463d","CDI","O","C","ct_9",1666,"tr_5"
30519,"MC","18","18","526b","CDI","O","C","ct_6",1894,"tr_1"
30529,"PZ","42","42","422c","CDI","O","C","ct_8",1820,"tr_5"
30565,"CG","15","15","477b","CDI","O","P","ct_9",919,"tr_6"
30577,"HZ","68","68","691e","CDI","O","C","ct_9",2200,"tr_2"
30596,"KZ","05","05","467c","CDI","O","C","ct_9",1835,"tr_2"
30600,"QB","03","03","563b","CDI","O","C","ct_8",1547,"tr_4"
30605,"QB","33","33","525d","CDI","O","P","ct_9",483,"tr_4"
30609,"MA","10","69","387d","CDI","O","C","ct_9",1757,"tr_5"
30613,"CM","16","16","675b","CDI","O","C","ct_9",1502,"tr_1"
30616,"QB",NA,NA,"524c","AUT","X","P","ct_2",660,"tr_5"
30618,"IZ",NA,NA,"561c","CDI","O","P","ct_9",1228,"tr_1"
30630,"FZ","37","37","477a","CDI","O","C","ct_9",698,"tr_5"
30643,"OZ","14","14","563b","CDD","O","P","ct_2",537,"tr_4"
30645,"NZ","44","44","691a","CDI","O","C","ct_8",1613,"tr_6"
30656,"QB",NA,NA,"525d","CDI","O","C","ct_8",1820,"tr_4"
30660,"QA","2B","2A","526e","CDI","O","C","ct_9",1730,"tr_2"
30666,"NZ","54","54","486e","CDI","O","C","ct_9",612,"tr_5"
30677,"GZ","47","47","556a","CDI","O","C","ct_9",1970,"tr_2"
30682,"QB","09","09","632k","CDI","O","C","ct_3",1818,"tr_4"
30685,"CA","85","85","676c","CDD","O","C","ct_9",672,"tr_6"
30707,"PZ","92","75","342c","CDI","O","P","ct_8",706,"tr_4"
30713,"PZ","2A","2A","422e","CDI","O","C","ct_8",1613,"tr_2"
30743,"PZ","44","44","525a","CDI","O","P","ct_8",1550,"tr_2"
30746,"NZ","51","77","373c","CDI","O","C",NA,150,"tr_2"
30749,"SZ","67","67","434g","CDI","O","P","ct_8",1196,"tr_1"
30767,"MA","59","59","542a","CDI","O","C","ct_9",598,"tr_1"
30771,"GZ","06","06","634c","CDI","O","C","ct_9",1700,"tr_1"
30780,"GZ","12","12","542a","CDI","O","C","ct_9",2028,"tr_1"
30801,"GZ","69","69","643a","CDI","O","C","ct_9",1561,"tr_3"
30808,"CA","49","51","463c","CDI","O","C","ct_9",568,"tr_3"
30813,"GZ","13","13","676a","CDI","O","C","ct_9",304,"tr_3"
30821,"PZ","68","68","523b","CDI","O","C","ct_1",1820,"tr_6"
30822,"NZ","69","69","684a","CDI","O","P",NA,453,"tr_1"
30824,"TZ","51","51","563c","AUT","O","C",NA,650,NA
30836,"PZ","09","31","423b","CDI","O","C","ct_9",880,"tr_2"
30840,"SZ","29","29","344b","CDI","O","C","ct_8",1682,"tr_3"
30854,"NZ","67","67","676e","AUT","X","C","ct_9",1041,"tr_5"
30855,"NZ","44","44","684a","CDI","O","C",NA,575,"tr_1"
30858,"IZ","56","56","431f","CDI","O","C","ct_8",1822,"tr_3"
30860,"TZ","51","51","563c","CDI","O","C",NA,1214,NA
30863,"KZ","75","75","376b","CDI","O","C","ct_9",1813,"tr_6"
30875,"HZ","31","31","451g","CDI","O","C","ct_2",1366,"tr_4"
30881,"GZ","68","68","433d","CDI","O","P","ct_9",607,"tr_2"
30901,"QA","33","33","372c","CDI","O","C","ct_9",1592,"tr_3"
30907,"QB","38","38","526a","CDI","O","C","ct_8",1770,"tr_4"
30913,"CG","67","67","674a","CDI","O","C","ct_9",163,"tr_4"
30916,"OZ","60","60","335a","CDI","O","C",NA,138,NA
30929,"GZ","62","59","463c","CDI","O","C","ct_9",2052,"tr_3"
30933,"LZ","94","94","542a","CDI","O","C","ct_9",1820,"tr_3"
30939,"GZ","75","75","433d","CDI","O","C","ct_9",1446,"tr_1"
30944,"FZ","10","10","632d","CDI","O","C","ct_9",452,"tr_1"
30956,"OZ","93","78","354g","CDI","O","C","ct_2",2586,"tr_6"
30981,"HZ","89","89","451a","CDI","O","C","ct_9",1824,"tr_3"
30990,"TZ","24","24","563c","CDI","O","C",NA,124,NA
30992,"PZ","14","14","423b","CDI","O","P","ct_9",375,"tr_1"
30996,"QA",NA,NA,"451h","CDI","O","C","ct_3",758,"tr_6"
31021,"JC","93","93","478b","CDI","O","C","ct_9",1820,"tr_5"
31043,"CM","37","94","474b","CDI","O","C","ct_9",2055,"tr_5"
31046,"TZ","56","56","563c","CDI","O","N","ct_7",2009,"tr_1"
31047,"SZ","22","22","523b","CDI","O","P","ct_8",556,"tr_2"
31067,"JC","35","44","478a","CDI","O","C","ct_9",385,"tr_2"
31073,"GZ","30","30","552a","CDI","O","C","ct_9",1523,"tr_1"
31079,"QA","64","64","451h","CDI","O","P",NA,139,NA
