Unique_id,retirement_pay
19420,16268
19437,22982
19452,16733
19471,10060
19476,12591
19480,20653
19484,36076
19488,11865
19508,25808
19513,14775
19525,19355
19533,11461
19545,13921
19556,16766
19571,24370
19582,14785
19592,18824
19611,23203
19636,18332
19652,15594
19660,13361
19682,28797
19694,19208
19701,24021
19702,14857
19731,15066
19751,20623
19761,15129
19762,19595
19777,22070
19790,12373
19793,12177
19795,19075
19798,10734
19802,11680
19810,10662
19827,11501
19833,28051
19836,11858
19846,12703
19854,19249
19874,15571
19907,19926
19912,17680
19914,19611
19920,11050
19927,9797
19942,18838
19943,16708
19946,17301
19953,21285
19973,14539
19986,26051
19994,24054
20002,23348
20014,16327
20032,10626
20033,13962
20034,18633
20038,25490
20040,11050
20042,14827
20051,28756
20052,15988
20061,15468
20074,11865
20076,26032
20080,12876
20083,14207
20088,15351
20091,33635
20103,15477
20104,23886
20113,26653
20121,22475
20122,14745
20123,13606
20125,22059
20127,11516
20140,20848
20143,19973
20149,14534
20150,17378
20154,16126
20158,25209
20159,17528
20165,12331
20166,11957
20174,27525
20176,15721
20192,12703
20194,21660
20197,8881
20198,17146
20201,13266
20203,30989
20207,8881
20221,15483
20229,25995
20230,11906
20232,32068
20246,16803
20253,13635
20259,12874
20266,14085
20269,11498
20278,16505
20280,22635
20286,27991
20292,11050
20300,12376
20309,14107
20330,30631
20334,25425
20336,25105
20343,13575
20356,18524
20365,14548
20368,9978
20372,18958
20387,11050
20395,26653
20397,8881
20401,22791
20410,25226
20415,19696
20426,27540
20433,13833
20435,25351
20436,25975
20437,15799
20439,13421
20442,9389
20452,10991
20462,11865
20474,16327
20476,25166
20477,17634
20487,26463
20488,14486
20510,17151
20514,13841
20518,16980
20520,15237
20522,30902
20526,23615
20530,32003
20557,23546
20559,11005
20598,19618
20624,16320
20634,17866
20651,12968
20672,12616
20676,11050
20684,15169
20689,29481
20692,16647
20720,11351
20723,18162
20740,11050
20743,11050
20755,14622
20756,19140
20758,19133
20777,20019
20797,18150
20814,13939
20816,13528
20822,13398
20829,19689
20833,14961
20839,26041
20846,12227
20874,11050
20875,32580
20891,15312
20912,21378
20923,10128
20936,33776
20960,20979
20977,12348
20983,11090
20987,25327
20993,18867
20994,22968
21011,17136
21012,16607
21013,25022
21040,19658
21050,12801
21051,24761
21062,24252
21070,11050
21072,12581
21073,13245
21077,12683
21079,12294
21081,29644
21086,10735
21091,10843
21097,17705
21113,46576
21116,22008
21131,17881
21134,13801
21135,11769
21136,16606
21139,12285
21145,19947
21151,14751
21159,23220
21170,12993
21174,25536
21186,11312
21203,24405
21205,46228
21206,14661
21213,12888
21219,18807
21222,17889
21235,29583
21237,18324
21241,18668
21246,44642
21247,12144
21249,17412
21258,14589
21266,13792
21282,14899
21283,20400
21286,29466
21287,13012
21291,12097
21304,8881
21307,12040
21309,27692
21315,19470
21340,11490
21346,9832
21348,12203
21352,9847
21353,15114
21366,11746
21367,13295
21372,10352
21377,14484
21379,16433
21391,46676
21401,23079
21402,13353
21408,15945
21409,25730
21410,11746
21422,13234
21429,20118
21446,23180
21451,13464
21455,25729
21471,8881
21488,37830
21490,15885
21514,11159
21518,21445
21525,28077
21574,17084
21575,60907
21589,13342
21594,12441
21601,24044
21602,28061
21603,18697
21608,21770
21622,16002
21625,19586
21636,14833
21644,20836
21645,12205
21647,8881
21684,11050
21691,17033
21703,12719
21722,17839
21729,22824
21749,16781
21758,14112
21759,11050
21760,11050
21777,22853
21779,23266
21787,12364
21806,24309
21812,20742
21814,16284
21829,12547
21836,8881
21846,17014
21849,24087
21851,47204
21852,10308
21855,18175
21874,28538
21898,19255
21899,11050
21902,12888
21908,25523
21909,19904
21915,27268
21925,14187
21934,10884
21935,14704
21945,17140
21947,11228
21953,19749
21962,11865
21965,13185
21969,10767
22006,33911
22018,11913
22019,25854
22020,31071
22026,13112
22027,12305
22037,15715
22047,19561
22050,26274
22053,20577
22054,22608
22069,20576
22073,22991
22075,30630
22085,30787
22094,14994
22096,14977
22108,12525
22116,13483
22126,31311
22139,12007
22146,16721
22148,9347
22166,17739
22174,20292
22196,25877
22202,19944
22208,24638
22213,25839
22220,18811
22223,13509
22227,18655
22228,13254
22229,15090
22236,13114
22243,13375
22253,17909
22262,16163
22264,23727
22265,19236
22273,19068
22274,11897
22277,12173
22278,11967
22280,25441
22296,21738
22322,13681
22335,25978
22347,18871
22348,13236
22349,20184
22355,24112
22365,20281
22385,11050
22394,15659
22395,11865
22402,30178
22421,23821
22422,8881
22427,26034
22445,13703
22458,21337
22465,11865
22475,35275
22482,18759
22489,38933
22503,11050
22504,13645
22509,17732
22514,17228
22565,16566
22582,12612
22597,11089
22609,21223
22614,25256
22615,16366
22617,72809
22621,13710
22623,22258
22634,11642
22643,16409
22647,19754
22660,12571
22667,19880
22681,20497
22683,20654
22698,26996
22711,25976
22712,10648
22731,20295
22738,14225
22741,13629
22742,32048
22743,13981
22749,15767
22755,20724
22762,8918
22772,12811
22775,14503
22786,9489
22805,14633
22813,14413
22814,12273
22820,24096
22823,16955
22845,18448
22854,29443
22862,11050
22873,14002
22894,20222
22899,11393
22918,23933
22931,21637
22958,13332
22969,19111
22979,18799
22989,19520
22992,8881
23005,14447
23008,19924
23014,17763
23017,18425
23035,20628
23036,12190
23048,17362
23050,11050
23053,14886
23064,30323
23073,33992
23082,19596
23083,13919
23111,17257
23116,30557
23118,23870
23157,23577
23158,13738
23162,11502
23173,23839
23200,49632
23203,20786
23248,14914
23254,15631
23256,25914
23271,10658
23278,24609
23283,11686
23310,26050
23312,20066
23322,19541
23324,22651
23337,16303
23342,21509
23344,16179
23378,26340
23387,14493
23411,31174
23422,47427
23437,15742
23450,22565
23473,25076
23485,21020
23494,13988
23506,24539
23516,12223
23547,21274
23550,10880
23559,19347
23560,18795
23567,14585
23579,21083
23590,16960
23599,15119
23618,10570
23620,23077
23622,23183
23648,16235
23678,19343
23687,13294
23689,17125
23690,13779
23692,21298
23706,15333
23708,19434
23710,29831
23719,14987
23721,13286
23742,15795
23743,16150
23761,11618
23786,24580
23790,11050
23797,25767
23821,17825
23834,47149
23840,22065
23857,25091
23876,30600
23899,19508
23907,11261
23914,9818
23919,21001
23934,22094
23942,21052
23955,27187
23974,15210
23980,21580
23997,20086
24008,21852
24045,20581
24048,18937
24049,13990
24052,15612
24055,17126
24061,17044
24063,24759
24065,12289
24066,12562
24076,13113
24078,27577
24087,22114
24109,9425
24118,29665
24121,12557
24123,16197
24133,27438
24145,14030
24164,12022
24174,19896
24178,14869
24180,19769
24185,13843
24196,17425
24208,11865
24224,11823
24226,30591
24271,18034
24272,25982
24281,13701
24287,14427
24317,21266
24326,32174
24328,25796
24333,25214
24339,18495
24349,25569
24370,11050
24409,10704
24419,19568
24422,16491
24425,13343
24437,30796
24446,11050
24456,21902
24458,14760
24463,9708
24476,20256
24481,19810
24485,19143
24501,20813
24504,15159
24514,22349
24547,28788
24549,16721
24561,23796
24567,23281
24573,10855
24574,14339
24586,12998
24588,16233
24591,11560
24605,12226
24617,10000
24630,20721
24632,44572
24642,19699
24646,23899
24652,25033
24664,17878
24685,18595
24692,32213
24709,28488
24730,19477
24769,19679
24779,31652
24802,21319
24805,29353
24821,15496
24827,25481
24838,23138
24841,24636
24865,20853
24875,14547
24879,42795
24894,20628
24895,19399
24898,15035
24925,18361
24931,17275
24943,23990
24955,13363
24966,19434
24968,24920
25014,25036
25042,17967
25045,14259
25049,12119
25053,20916
25077,13934
25085,13904
25092,11143
25096,36731
25102,16689
25107,21008
25138,12409
25140,10602
25143,13705
25145,15203
25160,30686
25180,24837
25181,34387
25184,39181
25196,19577
25202,23969
25220,19581
25222,23349
25231,32007
25238,15629
25244,25242
25265,13392
25271,25152
25272,15328
25279,11050
25323,20035
25335,24450
25340,21451
25350,12399
25354,11050
25360,14176
25371,35883
25374,11783
25376,40781
25386,20396
25390,14466
25394,13425
25397,34878
25408,25418
25411,22640
25412,21347
25413,16318
25418,13363
25419,8881
25421,11562
25430,12822
25450,18319
25458,21129
25460,15600
25473,16215
25499,20991
25504,36927
25514,16115
25529,27952
25534,10846
25546,11050
25547,20830
25552,27736
25565,11050
25599,11050
25601,11705
25611,31283
25621,18467
25643,19536
25646,20399
25649,16625
25656,15111
25662,15751
25688,11929
25689,8881
25690,13443
25701,16876
25710,14734
25713,18095
25722,20426
25723,11276
25727,20657
25765,21252
25773,11151
25780,10843
25783,22595
25801,13537
25809,14860
25811,12096
25817,10849
25825,14330
25838,20503
25840,17005
25849,15631
25866,13789
25868,18609
25872,25675
25880,13111
25885,32383
25903,25763
25912,11050
25922,11050
25930,16262
25938,60045
25952,10447
25954,10761
25967,11250
25969,19955
25993,19139
25997,16605
26012,10363
26033,23348
26038,12374
26046,8988
26047,19461
26087,15501
26089,19667
26111,22686
26113,20073
26115,24072
26134,13164
26144,20571
26149,15562
26153,8881
26155,11961
26158,20424
26162,11050
26167,21929
26178,15718
26197,11050
26219,12535
26227,13477
26228,12042
26233,11581
26236,29560
26251,18238
26252,11209
26258,26540
26281,11059
26282,11735
26290,25848
26291,29162
26305,25064
26314,19059
26325,20255
26326,11050
26332,23839
26333,11865
26340,20318
26355,11639
26364,20878
26365,11865
26371,20279
26379,10166
26380,14012
26382,18403
26387,12039
26388,21012
26399,13728
26401,11865
26413,33366
26417,16935
26418,23719
26448,15073
26461,23975
26473,13632
26498,14181
26506,14740
26507,15822
26509,11981
26520,25164
26524,16419
26530,12686
26541,18574
26545,31230
26553,11050
26560,19744
26577,21190
26581,22957
26594,13771
26611,13862
26613,17862
26614,15103
26615,13955
26617,11865
26624,21179
26630,21824
26654,19850
26658,13293
26673,14669
26677,30482
26682,19976
26684,20148
26694,21176
26729,11504
26730,9463
26738,15183
26758,22994
26795,14329
26800,16969
26805,19065
26806,19660
26807,11545
26842,23326
26847,12556
26849,11050
26860,17949
26861,24102
26870,20982
26883,11050
26891,13180
26916,13390
26920,24761
26928,23553
26930,19015
26931,23684
26935,22495
26962,11050
26964,11479
26993,18597
26994,20557
27015,8881
27016,13657
27020,11328
27038,27066
27042,23770
27064,21772
27065,12008
27073,10376
27074,24123
27083,12501
27086,15818
27091,11852
27100,15783
27101,13655
27106,14443
27111,18388
27121,19710
27134,20892
27188,15429
27196,38270
27202,17490
27205,19790
27208,19150
27212,15151
27220,12928
27226,15843
27241,12794
27254,22073
27257,13051
27273,22847
27283,17640
27301,13877
27312,11151
27313,23740
27317,17520
27333,31315
27338,12926
27340,16170
27356,30657
27370,13948
27383,23487
27385,11050
27406,14255
27416,25477
27422,21776
27426,21143
27431,18909
27450,31210
27451,14056
27462,8972
27468,25728
27471,21981
27481,11050
27483,11415
27488,16854
27502,15933
27507,13412
27517,11050
27526,23532
27530,37501
27544,25011
27553,31907
27561,33426
27567,18978
27576,12990
27586,14521
27592,24534
27606,16650
27621,12453
27627,11149
27630,14337
27651,31003
27654,15692
27661,17788
27663,15689
27666,11217
27670,23571
27675,19271
27686,19378
27694,33115
27696,15568
27697,29401
27711,31446
27730,16053
27745,11865
27746,31758
27749,15191
27751,13910
27769,37166
27770,10057
27804,25812
27808,21079
27818,14091
27823,16008
27839,20960
27851,13241
27855,11050
27863,11050
27870,15875
27871,14859
27885,20792
27888,20611
27893,20645
27898,11865
27899,20245
27901,17346
27922,21306
27941,11050
27946,12113
27969,12404
27976,19033
27983,20893
27984,13148
27985,15421
27993,11050
28008,14286
28015,17343
28017,14163
28025,15527
28032,13198
28043,20540
28050,17225
28054,18032
28057,15820
28077,13045
28078,10302
28087,11681
28089,17185
28095,19196
28097,13544
28100,25267
28105,14375
28109,115202
28114,13571
28116,17604
28121,25665
28135,19602
28148,15668
28175,17565
28184,11757
28188,20590
28193,14348
28213,16130
28215,20203
28251,17643
28276,47223
28290,13534
28291,12444
28302,25449
28304,19553
28312,16065
28335,18608
28348,20346
28360,20576
28363,20773
28374,57171
28382,20097
28392,18240
28403,14032
28404,14948
28405,11278
28406,27058
28407,13118
28411,19327
28420,11644
28421,20036
28427,25889
28428,11986
28432,21762
28434,32550
28436,11050
28442,25118
28451,17154
28456,14276
28473,15941
28484,17842
28497,31139
28508,13241
28518,14084
28534,14981
28541,19289
28560,21716
28567,12188
28577,10958
28582,18202
28592,31568
28595,12388
28614,11933
28615,21215
28619,28460
28626,15461
28628,19075
28642,13873
28658,20997
28659,14166
28661,14244
28670,8881
28682,23991
28701,17766
28704,19817
28720,21057
28741,26986
28765,23837
28766,8881
28777,14818
28778,16077
28782,13524
28789,11050
28790,10030
28795,19702
28796,14810
28801,16955
28812,25687
28813,28227
28826,30588
28828,18381
28829,23561
28844,20826
28851,25698
28861,18737
28863,15731
28867,20780
28875,30679
28890,10850
28892,25908
28894,12953
28895,21038
28897,8971
28898,11050
28918,25662
28931,11314
28972,14672
28976,25925
29003,17059
29004,23562
29007,23894
29027,15506
29028,8881
29031,11050
29041,13394
29044,28160
29064,11326
29067,30209
29069,19793
29071,16645
29079,33982
29080,12207
29085,18041
29110,16771
29115,11410
29121,25444
29127,11108
29128,30736
29131,10817
29133,11070
29139,22106
29165,25789
29166,20564
29181,18350
29198,12607
29201,27888
29202,13726
29224,8881
29226,14960
29232,16373
29235,24576
29238,23377
29242,11050
29263,16540
29275,26045
29276,21594
29277,20112
29283,14396
29286,11558
29287,18730
29288,16276
29289,16569
29305,12586
29309,29411
29311,16012
29344,25005
29345,15357
29351,11050
29376,10691
29433,16249
29451,36319
29457,15609
29461,22989
29472,21782
29476,10014
29477,28124
29478,26333
29483,17405
29485,22052
29488,11767
29490,11216
29497,8881
29501,12149
29503,11857
29506,11050
29512,18344
29522,9693
29527,8881
29533,11115
29547,19875
29552,13126
29554,11608
29561,22524
29565,28233
29585,33561
29586,25563
29597,11050
29598,14883
29608,15398
29618,16939
29626,19334
29632,23901
29636,11760
29641,8881
29644,11148
29646,26089
29647,11309
29648,14985
29654,43386
29658,23738
29659,12295
29667,14761
29669,14751
29672,13512
29674,24762
29678,11781
29699,20529
29711,9905
29718,16323
29721,12882
29725,33678
29730,17792
29733,13437
29735,19641
29739,23558
29744,15291
29747,15460
29751,17523
29759,13358
29770,14866
29794,19872
29810,18784
29812,18047
29818,22757
29830,26865
29831,11184
29839,41370
29840,13922
29841,21239
29845,23330
29860,11050
29904,14623
29908,15043
29910,11146
29911,21153
29922,12468
29926,28541
29927,16913
29959,20732
29969,15910
29972,25533
29982,25040
29984,17794
29987,20434
30001,30095
30035,19332
30046,24922
30048,30659
30052,29051
30070,12431
30078,12133
30080,12672
30086,37536
30088,17710
30089,14062
30095,20391
30097,19164
30156,21101
30165,14145
30166,20482
30189,25171
30193,23039
30199,13576
30207,25278
30208,9416
30210,31050
30233,12618
30248,22134
30265,25255
30279,11168
30281,21356
30289,10982
30291,23119
30299,12438
30305,14823
30307,33157
30314,20127
30322,11399
30323,29693
30328,11050
30339,11953
30348,11050
30351,23017
30376,47199
30377,32211
30389,28232
30398,23774
30400,12214
30401,19780
30414,13537
30420,25653
30422,16988
30428,15456
30442,19406
30445,13753
30466,11781
30470,24879
30472,16444
30492,26049
30510,22083
30519,20817
30529,16566
30565,26700
30577,18684
30596,25980
30600,11745
30605,11190
30609,29386
30613,15989
30616,11050
30618,10688
30630,12923
30643,11633
30645,13676
30656,14629
30660,12913
30666,17740
30677,24684
30682,14142
30685,15044
30707,20494
30713,13040
30743,11050
30746,34394
30749,12734
30767,15458
30771,16829
30780,20524
30801,15983
30808,16916
30813,28338
30821,12431
30822,11050
30824,12545
30836,10151
30840,34570
30854,9788
30855,12322
30858,19519
30860,11429
30863,31090
30875,21094
30881,26158
30901,20332
30907,17806
30913,11725
30916,16692
30929,18007
30933,20800
30939,21081
30944,12690
30956,25969
30981,16376
30990,12818
30992,24850
30996,26019
31021,15576
31043,23918
31046,15907
31047,10631
31067,24226
31073,13798
31079,25076
31086,13908
31096,17551
31100,11050
31126,19390
31138,13843
31140,23909
31142,13413
31145,11050
31148,21186
31149,24445
31155,15077
31157,13565
31169,18303
31186,11670
31190,13778
31208,29441
31210,25087
31220,18873
31223,20110
31246,11800
31277,31220
31284,23262
31289,18281
31305,24915
31307,20906
31309,12007
31330,34274
31338,11078
31342,21070
31345,16869
31369,20323
31370,13839
31374,13553
31388,19944
31400,13235
31401,10449
31406,22081
31408,15454
31421,15376
31461,18964
31477,23801
31485,11607
31491,20761
31501,21176
31504,13299
31525,11841
31531,12601
31538,32186
31542,12881
31562,20343
31570,9722
31572,23615
31573,12366
31574,12957
31577,27309
31580,11380
31581,11141
31585,17192
31588,13712
31590,11207
31598,12820
31607,15917
31617,31551
31627,15693
31642,32757
31644,9625
31650,21018
31659,14997
31664,19371
31665,23993
31666,22209
31678,17417
31686,11297
31692,15611
31697,14373
31712,13774
31716,23583
31720,16226
31725,24728
31730,48004
31735,12811
31739,48120
31744,17832
31746,21092
31749,12967
31752,21081
31769,23394
31771,14066
31791,14372
31797,23774
31802,13530
31808,11758
31812,11050
31817,17764
31824,8881
31826,19410
31830,14024
31843,15515
31855,19194
31865,20852
31868,23766
31876,12504
31888,17707
31901,26667
31913,14139
31920,23154
31925,12163
31944,15852
31945,15376
31954,16401
31962,12164
31964,81771
31967,21500
31975,13300
31979,11050
31983,8881
31995,12574
31996,29165
32008,25122
32012,12792
32018,11050
32022,11540
32023,12689
32029,12306
32037,24832
32040,15280
32041,9475
32042,12241
32052,11865
32067,11894
32076,8881
32080,25460
32085,33204
32092,15343
32102,13486
32109,11050
32117,15978
32140,16720
32146,17786
32150,14048
32161,31085
32175,21080
32181,23106
32182,23039
32185,25392
32196,13082
32207,22125
32217,15513
32218,9334
32224,22196
32232,20956
32238,15462
32252,13775
32260,11050
32270,16400
32283,12261
32286,31408
32290,19159
32292,11865
32297,46973
32308,15086
32311,11050
32314,21982
32342,23912
32355,15541
32365,17140
32379,13846
32381,16583
32396,17143
32398,12494
32411,19171
32414,28349
32416,11050
32423,13194
32434,16084
32447,19419
32448,14675
32461,14075
32464,19676
32480,13955
32504,13196
32509,20560
32514,19970
32518,12802
32530,11125
32531,14729
32534,16779
32547,11916
32555,20129
32558,16045
32572,23797
32573,43247
32575,11777
32592,25828
32600,11887
32632,20742
32633,11050
32645,16977
32647,17393
32653,14503
32663,12089
32670,15454
32677,10787
32680,31930
32695,16580
32697,11276
32706,11366
32715,18285
32723,19787
32731,15844
32737,11050
32742,28821
32746,24953
32749,13835
32751,11050
32758,23848
32760,21308
32773,13149
32779,13486
32780,25178
32787,19489
32797,29156
32808,18767
32810,14970
32811,21344
32824,12040
32826,33786
32829,21368
32840,14258
32844,17832
32845,29544
32862,15212
32878,20005
32883,21936
32897,20343
32898,13953
32899,11050
32903,11050
32913,35878
32937,19756
32949,24353
32951,23941
32966,11050
32974,16206
32977,32136
32995,11050
33000,16671
33024,19402
33030,20215
33032,21051
33041,19627
33044,13778
33046,17157
33067,16625
33072,13755
33074,19257
33090,16299
33112,11050
33117,31254
33122,25713
33142,21806
33148,16293
33151,22491
33158,46547
33163,16809
33176,16039
33179,19097
33186,11540
33189,24137
33191,24161
33194,19645
33196,26177
33197,11477
33222,11050
33226,11050
33229,22394
33259,20743
33262,17767
33270,16912
33276,11050
33279,24383
33280,12884
33282,17070
33290,21312
33298,25846
33304,13522
33311,21700
33318,8881
33320,12659
33321,16051
33328,20878
33336,16566
33366,19969
33380,15862
33383,17447
33386,23399
33390,23248
33394,32962
33412,20515
33420,20366
33425,11050
33436,16156
33437,15152
33440,25347
33448,8881
33463,12378
33467,13871
33471,24736
33477,11179
33494,16157
33498,18476
33509,15965
33532,11222
33533,17143
33557,11050
33565,15363
33577,8881
33580,11050
33582,12694
33614,31347
33617,17096
33618,20764
33620,22557
33649,19695
33654,15955
33675,16172
33679,25239
33683,10577
33693,11286
33704,11156
33711,15747
33719,17619
33721,12169
33724,21315
33729,25486
33736,10054
33737,18078
33756,19720
33774,20936
33779,25725
33783,12286
33784,13219
33785,29189
33789,11419
33791,25987
33794,12843
33802,23759
33808,18885
33833,17737
33838,13117
33853,19280
33859,14297
33880,23794
33882,18156
33892,14343
33916,24239
33925,22946
33926,23011
33948,25517
33949,43460
33950,14306
33954,20987
33981,25161
33985,14663
33990,11865
34010,14843
34018,9163
34024,17145
34077,8881
34081,11411
34083,13587
34086,18251
34094,13393
34107,14834
34114,10525
34123,19442
34136,15192
34140,21265
34171,11323
34172,12178
34186,20390
34219,12856
34225,8919
34229,16366
34230,20830
34234,20797
34248,24760
34259,25696
34262,26026
34271,9203
34287,20376
34289,21586
34322,41172
34323,19652
34338,14738
34364,15303
34390,11288
34394,26088
34402,12962
34414,12570
34415,23176
34419,17596
34429,26465
34439,11050
34448,11360
34460,15514
34489,11745
34496,20672
34501,10872
34502,11114
34506,17403
34514,20454
34515,19744
34529,21225
34535,28578
34551,20515
34553,20732
34561,15382
34563,23287
34564,13249
34575,22075
34576,13324
34586,20456
34601,19105
34625,22288
34627,11418
34635,22858
34649,21352
34652,30885
34659,16487
34669,50099
34678,29554
34692,16524
34712,25614
34714,19447
34723,29815
34731,21014
34733,19730
34738,11050
34743,13890
34749,13323
34751,26000
34758,14180
34770,24638
34771,22478
34772,12225
34778,21611
34780,13917
34790,10797
34816,17310
34817,31862
34823,22328
34832,13394
34847,15635
34848,12277
34853,9973
34863,25977
34868,25600
34871,16551
34879,20718
34883,12242
34901,17380
34907,24608
34912,25813
34931,12394
34943,23817
34944,12868
34951,14224
34960,13748
34961,16234
34996,16096
35014,12816
35033,10233
35040,13107
35046,27298
35063,13482
35073,20462
35076,14756
35082,22554
35104,16696
35105,17993
35136,15260
35139,14863
35140,22986
35147,20315
35153,14968
35159,27870
35164,14531
35171,27119
35175,14093
35180,21450
35184,12863
35185,37287
35190,23146
35199,18814
35202,16799
35218,13446
35220,15989
35223,15589
35228,17573
35230,15543
35236,43663
35247,22012
35251,23768
35267,18516
35276,11286
35278,14621
35287,17104
35300,21062
35303,15751
35313,21124
35316,11050
35317,31795
35327,14772
35331,15636
35355,20637
35365,15935
35369,17183
35371,20904
35373,21102
35380,21641
35382,11050
35383,31582
35387,13330
35400,12368
35405,14391
35408,13212
35416,16834
35420,21208
35429,14498
35431,21231
35437,19440
35444,15804
35446,11050
35457,17114
35487,20037
35491,14062
35498,25326
35503,23003
35507,15485
35517,11050
35523,27750
35537,16338
35538,118492
35540,25575
35543,22377
35547,16770
35553,25938
35558,18636
35582,18323
35586,17219
35594,26786
35610,25001
35621,20867
35622,10731
35641,19168
35644,53823
35646,28994
35647,13860
35657,8881
35664,27624
35667,21656
35669,14696
35670,21768
35675,30313
35691,14973
35694,28507
35702,14857
35707,16139
35708,18301
35711,30575
35718,13957
35722,17960
35739,11050
35750,20007
35758,9978
35762,11976
35763,24744
35766,36010
35788,18149
35789,12437
35790,25050
35796,14497
35807,16376
35809,15234
35814,26320
35825,21433
35831,13913
35835,12694
35852,33305
35857,14234
35876,24707
35878,14132
35880,14974
35882,19478
35884,11647
35885,12409
35886,12731
35888,12584
35902,14147
35903,24934
35905,8881
35910,23233
35912,13469
35913,12247
35914,27210
35919,25365
35923,12603
35924,10669
35929,17918
35931,25141
35939,10465
35944,13885
35946,16382
35948,19273
35950,11050
35953,9781
35954,13425
35959,13064
35974,19307
36011,11050
36021,10551
36028,25627
36035,11050
36037,16394
36050,35685
36054,18840
36061,18714
36068,20905
36083,14711
36086,21677
36115,15943
36117,12614
36129,10501
36133,25137
36135,17958
36141,17447
36145,18235
36159,13204
36199,29566
36226,22689
36233,19658
36239,21300
36267,24229
36272,14445
36284,14570
36296,21293
36303,13552
36304,18337
36309,16731
36340,21162
36350,11393
36352,18741
36357,14480
36370,11690
36372,33962
36374,10744
36406,12790
36409,11800
36443,17707
36468,15427
36472,21571
36487,19643
36495,21824
36496,13920
36518,14243
36531,29105
36543,16335
36548,15597
36551,23338
36557,19392
36580,19705
36585,20429
36586,13140
36589,21890
36604,10684
36606,10687
36616,20934
36624,20977
36626,12848
36629,8881
36638,11246
36649,14150
36657,8881
36666,21149
36671,28779
36683,14545
36698,11211
36709,13672
36719,11050
36730,30071
36733,20141
36737,10621
36742,20441
36748,26013
36754,28374
36757,11525
36760,17986
36762,25028
36765,20952
36767,14073
36768,11654
36773,20644
36781,24500
36804,15887
36815,20813
36832,14619
36840,23102
36842,13543
36849,15585
36855,11674
36867,11878
36870,43806
36872,19868
36884,13150
36916,13506
36918,21454
36924,20220
36929,19820
36931,12777
36952,11738
36965,20372
36980,14765
36990,18585
36997,20120
37019,14393
37038,21529
37039,20264
37050,26224
37055,14035
37062,13751
37064,9649
37066,14533
37089,47463
37100,35509
37119,21581
37127,25144
37128,24636
37132,34184
37133,14224
37139,19900
37144,11607
37146,13517
37159,25697
37162,20048
37165,25235
37166,27647
37167,13462
37168,13369
37172,18133
37180,11160
37182,10572
37187,20708
37192,19120
37193,56784
37196,13027
37197,20141
37198,11050
37201,22708
37221,18746
37222,12820
37229,19671
37233,24657
37249,19169
37254,14350
37263,14712
37276,11050
37287,21825
37288,27447
37296,19427
37311,16535
37312,25502
37317,12029
37320,17776
37323,20241
37357,17939
37360,17015
37362,17935
37363,12276
37376,12493
37382,25953
37398,16511
37410,11368
37416,19080
37428,14857
37430,21026
37436,19478
37446,26032
37447,22834
37453,16184
37457,13314
37459,18002
37461,25335
37463,14069
37466,20537
37485,12460
37490,30656
37510,23611
37517,20942
37520,26002
37524,11575
37532,20727
37543,14753
37547,25101
37566,11865
37571,25253
37576,11047
37579,10079
37586,18976
37587,16166
37588,14314
37598,30102
37602,32563
37609,13027
37613,12087
37628,11050
37632,20699
37643,24254
37644,16665
37649,11050
37662,13219
37665,16434
37679,12045
37684,8881
37700,11678
37707,30668
37739,20641
37741,15949
37745,17435
37746,14325
37747,17727
37750,23302
37774,13019
37778,18252
37810,43548
37826,20899
37831,12114
37839,16511
37843,11050
37845,19279
37857,13713
37862,16972
37871,21291
37876,13753
37882,19759
37889,13686
37893,23884
37920,23919
37931,22205
37933,37469
37939,17119
37942,24213
37952,15838
37953,11434
37954,35677
37958,11898
37960,29415
37996,14398
37999,14015
38002,23249
38012,24428
38020,21079
38049,17216
38059,13027
38062,18601
38081,11757
38094,17333
38098,10041
38102,11689
38107,31730
38129,23223
38138,13919
38202,13651
38203,36462
38211,20068
38214,10437
38240,11806
38250,11106
38272,23568
38279,11050
38296,26026
38302,18633
38304,31321
38312,13440
38321,22356
38348,11531
38357,18644
38391,34114
38392,10892
38398,12920
38405,12821
38412,18338
38424,20023
38430,11323
38439,23734
38440,19946
38445,12043
38460,14316
38473,18486
38474,19411
38482,17522
38492,11865
38494,21893
38497,14012
38502,20250
38524,13869
38525,17031
38528,11050
38542,14657
38556,11855
38559,24657
38566,13895
38569,14702
38573,13993
38596,11050
38597,24617
38603,12745
38610,28371
38632,26475
38642,24138
38654,19620
38658,25626
38669,12727
38671,13760
38681,14990
38682,45779
38683,22933
38698,11050
38704,9596
38717,21346
38718,14281
38740,19710
38744,11543
38754,25301
38766,11913
38767,17478
38781,14605
38792,26345
38793,24201
38797,11618
38817,11093
38826,16697
38840,25635
38844,13452
38859,20789
38863,9295
38874,14277
38886,23542
38887,14752
38889,16785
38893,25950
38895,30578
38906,13858
38925,18271
38931,26014
38940,11050
38943,11050
38950,9713
38963,31028
38966,24264
38979,14637
38986,12568
39030,22350
39037,30050
39042,12651
39044,21205
39053,23815
39055,19736
39056,31800
39060,10756
39061,25195
39064,11255
39071,12933
39072,11050
39073,20009
39114,19119
39119,22676
39134,23483
39135,14970
39157,10928
39172,10688
39196,16622
39224,12315
39228,19473
39231,17688
39239,23586
39255,11893
39289,8881
39292,25796
39295,15634
39307,21116
39313,20725
39314,29365
39333,16726
39337,24710
39339,18866
39347,25988
39351,12085
39369,20712
39372,12710
39390,19131
39392,11050
39402,20139
