Unique_id,former_job_42,Former_emp_contract,retirement_age
23489,"csp_2_1","temp_2_1",55
23494,"csp_6_3","temp_1_3",62
23506,"csp_3_7","temp_1_6",60
23516,"csp_5_6","temp_1_6",60
23547,"csp_5_2","temp_1_6",65
23550,"csp_5_2","temp_1_6",64
23559,"csp_4_7","temp_1_6",65
23560,"csp_4_6","temp_1_6",63
23567,"csp_6_3","temp_1_6",55
23579,"csp_4_3","temp_1_6",60
23584,"csp_3_1","temp_2_1",63
23590,"csp_5_4","temp_1_6",60
23599,"csp_5_6","temp_1_6",59
23618,"csp_4_3","temp_1_3",56
23620,"csp_5_2","temp_1_6",67
23622,"csp_4_6","temp_1_6",65
23626,"csp_2_2","temp_2_2",60
23638,"csp_2_1","temp_2_1",59
23648,"csp_6_8","temp_1_6",62
23678,"csp_4_6","temp_1_6",60
23687,"csp_6_5","temp_1_6",55
23689,"csp_4_5","temp_1_6",60
23690,"csp_5_3","temp_1_6",56
23692,"csp_4_3","temp_1_6",60
23699,"csp_2_1","temp_2_1",63
23706,"csp_5_4","temp_1_6",60
23708,"csp_4_6","temp_1_5",61
23710,"csp_3_4","temp_1_6",59
23719,"csp_5_4","temp_1_3",60
23721,"csp_5_2","temp_1_6",60
23739,"csp_3_5","temp_2_1",60
23742,"csp_4_3","temp_1_6",65
23743,"csp_6_3","temp_1_6",56
23761,"csp_5_2","temp_1_6",60
23786,"csp_4_6","temp_1_6",60
23790,"csp_6_9","temp_1_5",64
23796,"csp_2_3","temp_2_2",60
23797,"csp_4_8","temp_1_6",60
23821,"csp_5_2","temp_1_6",60
23827,"csp_4_3","temp_2_1",60
23834,"csp_3_3","temp_1_6",58
23840,"csp_4_6","temp_1_6",60
23857,"csp_4_6","temp_1_6",60
23876,"csp_4_8","temp_1_6",63
23899,"csp_6_7","temp_1_6",60
23907,"csp_6_8","temp_1_6",60
23914,"csp_6_4","temp_1_6",63
23919,"csp_5_4","temp_1_6",60
23934,"csp_5_6","temp_1_6",57
23942,"csp_6_7","temp_1_6",64
23955,"csp_3_8","temp_1_6",60
23974,"csp_6_5","temp_1_6",60
23980,"csp_5_4","temp_1_6",60
23991,"csp_2_3","temp_2_2",59
23997,"csp_4_2","temp_1_6",61
24007,"csp_3_1","temp_2_2",60
24008,"csp_4_6","temp_1_6",60
24045,"csp_4_6","temp_1_6",58
24048,"csp_6_7","temp_1_6",60
24049,"csp_5_2","temp_1_6",60
24052,"csp_5_6","temp_1_5",60
24055,"csp_5_6","temp_1_6",60
24061,"csp_5_2","temp_1_6",60
24063,"csp_6_2","temp_1_6",57
24065,"csp_5_2","temp_1_6",60
24066,"csp_3_7","temp_1_6",65
24076,"csp_5_6","temp_1_6",60
24078,"csp_4_3","temp_1_6",60
24087,"csp_4_7","temp_1_6",60
24109,"csp_5_5","temp_1_6",61
24118,"csp_4_8","temp_1_6",60
24121,"csp_5_2","temp_1_6",60
24123,"csp_6_3","temp_1_6",60
24127,"csp_2_1","temp_2_1",65
24133,"csp_4_3","temp_1_6",60
24145,"csp_5_2","temp_1_6",55
24164,"csp_5_4","temp_1_6",59
24174,"csp_4_2","temp_1_6",60
24178,"csp_6_2","temp_1_6",65
24180,"csp_6_7","temp_1_6",60
24185,"csp_6_8","temp_1_6",61
24194,"csp_2_3","temp_2_2",56
24196,"csp_4_5","temp_1_6",60
24208,"csp_6_2","temp_1_6",60
24224,"csp_5_2","temp_1_6",60
24226,"csp_4_6","temp_1_5",55
24271,"csp_4_2","temp_1_6",60
24272,"csp_4_5","temp_1_6",56
24281,"csp_5_6","temp_1_6",64
24287,"csp_5_2","temp_1_6",60
24317,"csp_4_3","temp_1_6",60
24326,"csp_3_8","temp_1_6",60
24328,"csp_5_3","temp_1_5",63
24333,"csp_5_6","temp_1_6",60
24339,"csp_4_5","temp_1_6",65
24349,"csp_4_7","temp_1_6",65
24370,"csp_6_8","temp_1_6",60
24409,"csp_5_5","temp_1_6",65
24419,"csp_4_6","temp_1_5",60
24422,"csp_4_8","temp_1_6",60
24425,"csp_5_5","temp_1_6",65
24437,"csp_3_8","temp_1_6",60
24443,"csp_2_3","temp_2_2",60
24446,"csp_5_4","temp_1_6",60
24456,"csp_4_7","temp_1_6",60
24458,"csp_5_2","temp_1_6",60
24463,"csp_6_8","temp_1_6",60
24476,"csp_4_3","temp_1_5",57
24481,"csp_4_3","temp_1_5",65
24485,"csp_4_8","temp_1_6",56
24501,"csp_4_3","temp_1_6",62
24504,"csp_6_7","temp_1_6",55
24513,"csp_4_7","temp_2_1",65
24514,"csp_5_3","temp_1_6",61
24519,"csp_3_1","temp_2_1",59
24547,"csp_5_2","temp_1_6",60
24549,"csp_6_8","temp_1_6",58
24561,"csp_6_2","temp_1_6",60
24567,"csp_4_7","temp_1_6",56
24571,"csp_2_2","temp_2_2",60
24573,"csp_6_8","temp_1_6",55
24574,"csp_6_4","temp_1_6",65
24586,"csp_5_2","temp_1_6",65
24588,"csp_4_7","temp_1_6",65
24591,"csp_6_2","temp_1_6",61
24597,"csp_1_1","temp_2_1",56
24605,"csp_5_5","temp_1_6",59
24617,"csp_5_6","temp_1_6",64
24630,"csp_4_2","temp_1_6",63
24632,"csp_3_4","temp_1_6",65
24642,"csp_4_8","temp_1_6",55
24646,"csp_6_7","temp_1_6",65
24652,"csp_4_8","temp_1_6",60
24664,"csp_4_7","temp_1_6",59
24685,"csp_3_7","temp_1_6",65
24692,"csp_3_8","temp_1_6",65
24709,"csp_5_6","temp_1_6",63
24730,"csp_5_4","temp_1_6",63
24769,"csp_4_3","temp_1_6",63
24779,"csp_4_3","temp_1_6",60
24802,"csp_5_4","temp_1_6",60
24805,"csp_3_7","temp_1_6",60
24821,"csp_5_2","temp_1_6",60
24827,"csp_5_2","temp_1_6",57
24838,"csp_4_7","temp_1_6",60
24841,"csp_3_8","temp_1_6",56
24865,"csp_4_3","temp_1_6",65
24875,"csp_6_8","temp_1_6",53
24879,"csp_3_8","temp_1_6",63
24894,"csp_4_2","temp_1_5",60
24895,"csp_4_5","temp_1_6",65
24898,"csp_6_4","temp_1_6",60
24920,"csp_4_7","temp_2_2",60
24925,"csp_4_6","temp_1_6",63
24931,"csp_5_2","temp_1_6",59
24943,"csp_3_8","temp_1_6",63
24955,"csp_5_3","temp_1_6",60
24966,"csp_4_8","temp_1_6",59
24968,"csp_4_3","temp_1_6",63
25014,"csp_4_7","temp_1_6",60
25025,"csp_2_3","temp_2_2",60
25039,"csp_1_1","temp_2_1",60
25042,"csp_4_3","temp_1_6",60
25045,"csp_5_2","temp_1_6",60
25049,"csp_5_2","temp_1_6",55
25053,"csp_4_3","temp_1_6",56
25077,"csp_5_5","temp_1_6",65
25085,"csp_5_2","temp_1_6",60
25092,"csp_6_8","temp_1_6",60
25096,"csp_4_8","temp_1_6",65
25102,"csp_4_6","temp_1_6",60
25107,"csp_4_3","temp_1_6",60
25138,"csp_5_6","temp_1_6",57
25140,"csp_6_8","temp_1_6",64
25143,"csp_5_2","temp_1_6",64
25145,"csp_5_3","temp_1_6",60
25160,"csp_3_7","temp_1_6",57
25176,"csp_2_2","temp_2_2",61
25180,"csp_6_3","temp_1_6",60
25181,"csp_4_7","temp_1_6",61
25184,"csp_4_8","temp_1_6",60
25196,"csp_6_2","temp_1_6",60
25202,"csp_6_2","temp_1_6",56
25213,"csp_1_1","temp_2_1",62
25220,"csp_6_4","temp_1_6",60
25222,"csp_6_2","temp_1_6",60
25228,"csp_1_1","temp_2_1",52
25230,"csp_2_2","temp_2_1",65
25231,"csp_6_5","temp_1_6",60
25238,"csp_5_2","temp_1_5",55
25241,"csp_4_7","temp_2_1",65
25242,"csp_1_1","temp_2_1",60
25244,"csp_6_7","temp_1_6",57
25247,"csp_2_3","temp_2_2",60
25257,"csp_1_1","temp_2_1",60
25265,"csp_5_6","temp_1_6",58
25271,"csp_6_3","temp_1_6",57
25272,"csp_5_5","temp_1_5",60
25279,"csp_5_6","temp_1_6",60
25294,"csp_1_1","temp_2_1",60
25303,"csp_2_1","temp_2_1",60
25323,"csp_6_4","temp_1_6",57
25335,"csp_4_6","temp_1_6",60
25337,"csp_1_3","temp_2_2",62
25340,"csp_6_3","temp_1_6",60
25350,"csp_5_2","temp_1_6",62
25354,"csp_6_7","temp_1_6",65
25360,"csp_6_4","temp_1_6",63
25367,"csp_2_2","temp_2_1",60
25368,"csp_1_1","temp_2_1",60
25371,"csp_5_4","temp_1_6",65
25374,"csp_6_7","temp_1_6",58
25376,"csp_5_4","temp_1_6",64
25384,"csp_2_2","temp_2_2",58
25386,"csp_4_2","temp_1_5",61
25390,"csp_5_5","temp_1_6",60
25394,"csp_6_4","temp_1_6",57
25397,"csp_3_7","temp_1_6",60
25408,"csp_6_2","temp_1_6",56
25411,"csp_4_6","temp_1_6",60
25412,"csp_4_6","temp_1_6",60
25413,"csp_6_4","temp_1_6",64
25418,"csp_5_2","temp_1_6",60
25419,"csp_5_2","temp_1_6",60
25421,"csp_5_5","temp_1_6",64
25429,"csp_2_1","temp_2_1",57
25430,"csp_5_3","temp_1_6",65
25432,"csp_1_3","temp_2_2",58
25439,"csp_1_1","temp_2_1",65
25450,"csp_5_2","temp_1_6",63
25458,"csp_5_4","temp_1_6",60
25460,"csp_4_3","temp_1_6",57
25473,"csp_5_6","temp_1_6",62
25499,"csp_5_4","temp_1_6",60
25504,"csp_4_7","temp_1_6",60
25514,"csp_4_7","temp_1_6",65
25529,"csp_3_7","temp_1_6",55
25534,"csp_4_2","temp_1_5",60
25546,"csp_6_7","temp_1_6",56
25547,"csp_5_4","temp_1_6",60
25552,"csp_6_2","temp_1_6",60
25565,"csp_6_7","temp_1_2",56
25599,"csp_5_6","temp_1_5",63
25601,"csp_5_4","temp_1_6",57
25611,"csp_4_6","temp_1_6",65
25621,"csp_6_2","temp_1_6",56
25635,"csp_1_2","temp_2_1",56
25638,"csp_3_1","temp_2_1",60
25643,"csp_5_2","temp_1_6",65
25645,"csp_1_1","temp_2_1",60
25646,"csp_4_3","temp_1_6",59
25649,"csp_5_4","temp_1_6",65
25656,"csp_5_5","temp_1_6",62
25662,"csp_5_4","temp_1_6",59
25688,"csp_6_7","temp_1_6",61
25689,"csp_5_6","temp_1_6",60
25690,"csp_6_3","temp_1_6",60
25701,"csp_5_2","temp_1_6",60
25710,"csp_6_7","temp_1_6",65
25713,"csp_6_3","temp_1_6",62
25722,"csp_4_6","temp_1_6",60
25723,"csp_5_5","temp_1_6",60
25727,"csp_5_6","temp_1_6",68
25737,"csp_3_8","temp_1_5",65
25765,"csp_4_3","temp_1_6",60
25773,"csp_6_9","temp_1_6",60
25780,"csp_4_5","temp_1_6",68
25783,"csp_5_4","temp_1_6",60
25801,"csp_5_2","temp_1_6",54
25806,"csp_2_1","temp_2_2",60
25809,"csp_5_6","temp_1_6",60
25811,"csp_5_6","temp_1_5",52
25817,"csp_5_4","temp_1_5",57
25825,"csp_5_3","temp_1_6",65
25834,"csp_3_1","temp_2_1",64
25838,"csp_4_2","temp_1_6",60
25840,"csp_4_5","temp_1_6",62
25849,"csp_5_2","temp_1_5",56
25866,"csp_5_5","temp_1_6",61
25868,"csp_6_3","temp_1_6",60
25871,"csp_2_1","temp_2_2",60
25872,"csp_6_5","temp_1_6",60
25880,"csp_5_4","temp_1_6",54
25885,"csp_3_7","temp_1_6",60
25903,"csp_4_8","temp_1_6",64
25912,"csp_5_2","temp_1_6",65
25917,"csp_6_5","temp_1_2",65
25922,"csp_5_6","temp_1_6",51
25930,"csp_6_3","temp_1_6",60
25932,"csp_4_3","temp_2_1",60
25938,"csp_6_5","temp_1_6",60
25952,"csp_5_6","temp_1_5",60
25954,"csp_6_8","temp_1_6",60
25961,"csp_3_1","temp_2_2",65
25967,"csp_5_4","temp_1_6",63
25969,"csp_5_2","temp_1_6",58
25993,"csp_6_5","temp_1_6",60
25997,"csp_5_5","temp_1_6",60
26012,"csp_6_8","temp_1_6",60
26033,"csp_4_5","temp_1_6",60
26038,"csp_5_2","temp_1_6",60
26046,"csp_5_6","temp_1_6",62
26047,"csp_3_7","temp_1_6",58
26069,"csp_2_1","temp_2_1",60
26087,"csp_4_3","temp_1_6",60
26089,"csp_4_2","temp_1_6",56
26111,"csp_4_8","temp_1_6",65
26113,"csp_6_3","temp_1_6",60
26115,"csp_4_8","temp_1_6",63
26124,"csp_2_1","temp_2_1",60
26134,"csp_5_2","temp_1_6",60
26144,"csp_5_2","temp_1_6",60
26149,"csp_5_2","temp_1_6",60
26153,"csp_3_3","temp_1_6",60
26155,"csp_6_2","temp_1_6",65
26157,"csp_2_2","temp_2_1",63
26158,"csp_6_2","temp_1_6",57
26162,"csp_5_6","temp_1_6",58
26167,"csp_6_2","temp_1_6",62
26178,"csp_6_5","temp_1_6",57
26197,"csp_5_4","temp_1_6",60
26219,"csp_5_2","temp_1_6",60
26227,"csp_6_2","temp_1_6",62
26228,"csp_5_3","temp_1_6",60
26233,"csp_5_2","temp_1_6",63
26236,"csp_4_7","temp_1_6",60
26251,"csp_4_6","temp_1_6",55
26252,"csp_5_6","temp_1_6",60
26258,"csp_3_8","temp_1_6",64
26281,"csp_5_4","temp_1_6",60
26282,"csp_4_2","temp_1_6",60
26290,"csp_5_3","temp_1_6",62
26291,"csp_4_8","temp_1_6",60
26305,"csp_4_8","temp_1_2",60
26314,"csp_4_6","temp_1_6",62
26325,"csp_5_2","temp_1_6",54
26326,"csp_5_6","temp_1_6",55
26332,"csp_3_4","temp_1_6",60
26333,"csp_6_7","temp_1_5",63
26340,"csp_4_2","temp_1_6",63
26355,"csp_5_2","temp_1_6",59
26364,"csp_4_2","temp_1_5",65
26365,"csp_5_2","temp_1_6",60
26371,"csp_4_7","temp_1_6",60
26379,"csp_4_2","temp_1_5",53
26380,"csp_6_5","temp_1_6",59
26382,"csp_6_9","temp_1_6",65
26387,"csp_6_7","temp_1_6",65
26388,"csp_4_3","temp_1_6",60
26395,"csp_1_3","temp_2_2",60
26399,"csp_5_2","temp_1_6",65
26401,"csp_5_4","temp_1_3",60
26403,"csp_3_5","temp_2_1",56
26413,"csp_3_7","temp_1_6",61
26417,"csp_5_2","temp_1_6",64
26418,"csp_4_2","temp_1_6",65
26448,"csp_6_2","temp_1_6",63
26461,"csp_5_2","temp_1_6",65
26473,"csp_5_5","temp_1_6",54
26481,"csp_1_1","temp_2_2",66
26484,"csp_2_3","temp_2_2",55
26498,"csp_5_4","temp_1_6",59
26506,"csp_5_2","temp_1_6",60
26507,"csp_5_5","temp_1_6",66
26509,"csp_6_3","temp_1_6",57
26520,"csp_5_2","temp_1_5",60
26524,"csp_6_7","temp_1_6",60
26529,"csp_1_2","temp_2_2",60
26530,"csp_5_5","temp_1_6",60
26541,"csp_4_3","temp_1_6",55
26545,"csp_3_7","temp_1_6",60
26553,"csp_5_6","temp_1_6",65
26560,"csp_4_7","temp_1_6",60
26577,"csp_4_3","temp_1_6",65
26581,"csp_6_4","temp_1_2",60
26594,"csp_4_2","temp_1_6",60
26611,"csp_4_2","temp_1_6",60
26613,"csp_6_2","temp_1_6",56
26614,"csp_5_2","temp_1_6",60
26615,"csp_5_4","temp_1_6",61
26617,"csp_6_9","temp_1_6",56
26620,"csp_3_1","temp_2_1",56
26624,"csp_5_6","temp_1_6",60
26630,"csp_6_3","temp_1_6",60
26650,"csp_2_1","temp_2_1",60
26654,"csp_4_3","temp_1_6",60
26658,"csp_5_4","temp_1_6",55
26673,"csp_5_2","temp_1_6",54
26677,"csp_5_2","temp_1_6",65
26682,"csp_5_4","temp_1_6",60
26684,"csp_4_3","temp_1_6",60
26694,"csp_3_4","temp_1_6",60
26729,"csp_5_6","temp_1_6",64
26730,"csp_6_9","temp_1_5",59
26738,"csp_6_8","temp_1_5",60
26758,"csp_3_8","temp_1_6",60
26760,"csp_3_1","temp_2_1",52
26767,"csp_4_2","temp_2_1",62
26795,"csp_5_5","temp_1_6",65
26797,"csp_2_1","temp_2_1",60
26800,"csp_5_4","temp_1_6",64
26805,"csp_6_7","temp_1_6",60
26806,"csp_6_4","temp_1_6",60
26807,"csp_6_3","temp_1_6",60
26842,"csp_4_7","temp_1_6",60
26847,"csp_5_2","temp_1_6",55
26849,"csp_5_6","temp_1_6",65
26860,"csp_5_2","temp_1_6",65
26861,"csp_4_3","temp_1_6",63
26870,"csp_5_2","temp_1_6",60
26874,"csp_4_6","temp_2_1",65
26883,"csp_5_2","temp_1_6",65
26891,"csp_6_8","temp_1_6",60
26914,"csp_2_1","temp_2_1",56
26916,"csp_5_2","temp_1_6",60
26920,"csp_5_2","temp_1_6",62
26928,"csp_4_6","temp_1_6",60
26930,"csp_6_2","temp_1_6",57
26931,"csp_4_8","temp_1_6",60
26935,"csp_4_6","temp_1_6",56
26962,"csp_5_6","temp_1_6",62
26964,"csp_6_8","temp_1_6",60
26991,"csp_2_2","temp_2_2",57
26993,"csp_5_6","temp_1_6",57
26994,"csp_5_2","temp_1_6",60
27015,"csp_5_6","temp_1_6",60
27016,"csp_5_2","temp_1_6",62
27020,"csp_6_8","temp_1_6",60
27038,"csp_3_4","temp_1_6",63
27042,"csp_4_8","temp_1_6",57
27064,"csp_5_5","temp_1_6",60
27065,"csp_5_2","temp_1_6",60
27073,"csp_5_6","temp_1_6",60
27074,"csp_4_6","temp_1_6",61
27083,"csp_5_6","temp_1_6",65
27086,"csp_4_5","temp_1_6",63
27091,"csp_5_6","temp_1_6",60
27100,"csp_6_8","temp_1_6",56
27101,"csp_5_5","temp_1_6",60
27102,"csp_4_5","temp_1_3",60
27106,"csp_6_4","temp_1_6",56
27111,"csp_4_7","temp_1_6",62
27115,"csp_3_1","temp_2_2",65
27121,"csp_6_2","temp_1_2",60
27124,"csp_3_1","temp_2_2",63
27134,"csp_5_2","temp_1_5",64
27188,"csp_4_3","temp_1_6",61
27196,"csp_5_4","temp_1_6",63
27202,"csp_4_2","temp_1_6",54
27205,"csp_4_2","temp_1_6",60
27208,"csp_4_7","temp_1_6",60
27212,"csp_6_3","temp_1_6",56
27216,"csp_2_1","temp_2_1",60
27220,"csp_5_2","temp_1_6",54
27226,"csp_5_2","temp_1_6",60
27241,"csp_5_6","temp_1_6",60
27254,"csp_4_6","temp_1_6",65
27257,"csp_6_3","temp_1_6",60
27269,"csp_2_2","temp_2_1",65
27273,"csp_3_7","temp_1_6",60
27283,"csp_6_4","temp_1_6",58
27300,"csp_1_1","temp_2_1",60
27301,"csp_5_6","temp_1_5",60
27304,"csp_1_3","temp_2_2",59
27312,"csp_5_2","temp_1_6",56
27313,"csp_3_8","temp_1_6",60
27317,"csp_5_2","temp_1_6",60
27320,"csp_2_2","temp_2_1",65
27324,"csp_1_3","temp_2_2",60
27328,"csp_4_7","temp_2_1",54
27333,"csp_3_7","temp_1_6",55
27335,"csp_2_2","temp_2_1",60
27338,"csp_5_2","temp_1_6",60
27340,"csp_5_4","temp_1_6",60
27345,"csp_3_1","temp_2_2",57
27356,"csp_3_7","temp_1_6",60
27370,"csp_5_3","temp_1_6",57
27383,"csp_5_4","temp_1_6",60
27385,"csp_6_8","temp_1_6",61
27406,"csp_5_4","temp_1_6",63
27412,"csp_2_3","temp_2_2",56
27416,"csp_3_4","temp_1_6",60
27422,"csp_4_8","temp_1_6",59
27426,"csp_5_2","temp_1_6",60
27431,"csp_6_4","temp_1_6",56
27450,"csp_3_3","temp_1_6",60
27451,"csp_5_6","temp_1_6",65
27462,"csp_5_2","temp_1_6",60
27468,"csp_4_7","temp_1_6",59
27471,"csp_5_2","temp_1_6",60
27481,"csp_6_3","temp_1_3",63
27483,"csp_5_5","temp_1_6",65
27488,"csp_6_4","temp_1_6",60
27502,"csp_5_2","temp_1_6",56
27507,"csp_6_3","temp_1_6",60
27517,"csp_5_6","temp_1_6",58
27526,"csp_4_7","temp_1_6",60
27530,"csp_5_5","temp_1_6",57
27538,"csp_1_1","temp_2_1",65
27544,"csp_3_4","temp_1_6",51
27553,"csp_3_3","temp_1_6",60
27561,"csp_3_7","temp_1_6",61
27567,"csp_4_7","temp_1_6",58
27576,"csp_4_6","temp_1_6",55
27586,"csp_6_3","temp_1_6",64
27592,"csp_6_7","temp_1_6",60
27606,"csp_5_5","temp_1_6",65
27611,"csp_2_1","temp_2_1",51
27621,"csp_4_3","temp_1_6",65
27627,"csp_6_2","temp_1_6",65
27630,"csp_6_8","temp_1_6",53
27651,"csp_3_8","temp_1_6",60
27654,"csp_6_2","temp_1_6",65
27661,"csp_5_2","temp_1_6",60
27663,"csp_4_3","temp_1_6",60
27666,"csp_6_8","temp_1_6",60
27667,"csp_2_1","temp_2_1",60
27670,"csp_6_2","temp_1_6",60
27675,"csp_4_6","temp_1_6",60
27686,"csp_6_8","temp_1_6",55
27694,"csp_4_7","temp_1_6",63
27696,"csp_5_2","temp_1_6",60
27697,"csp_3_8","temp_1_6",65
27711,"csp_3_8","temp_1_6",60
27715,"csp_4_2","temp_2_1",64
27730,"csp_6_9","temp_1_6",62
27745,"csp_6_3","temp_1_6",60
27746,"csp_6_2","temp_1_6",63
27749,"csp_5_4","temp_1_6",60
27751,"csp_5_2","temp_1_6",60
27769,"csp_3_8","temp_1_6",60
27770,"csp_5_6","temp_1_6",60
27771,"csp_2_2","temp_2_1",60
27804,"csp_6_2","temp_1_6",60
27808,"csp_4_7","temp_1_6",55
27818,"csp_4_8","temp_1_6",59
27823,"csp_6_4","temp_1_6",58
27839,"csp_5_4","temp_1_6",61
27851,"csp_5_2","temp_1_6",65
27855,"csp_5_5","temp_1_6",60
27863,"csp_5_2","temp_1_6",60
27869,"csp_2_1","temp_2_1",60
27870,"csp_6_9","temp_1_6",65
27871,"csp_4_5","temp_1_6",60
27885,"csp_4_6","temp_1_6",60
27888,"csp_4_2","temp_1_6",61
27893,"csp_6_2","temp_1_6",65
27898,"csp_5_3","temp_1_6",63
27899,"csp_3_7","temp_1_6",60
27901,"csp_5_4","temp_1_5",60
27907,"csp_2_3","temp_2_2",60
27922,"csp_5_2","temp_1_6",60
27941,"csp_5_6","temp_1_6",60
27946,"csp_5_6","temp_1_6",65
27969,"csp_5_4","temp_1_6",60
27976,"csp_5_6","temp_1_6",55
27981,"csp_4_2","temp_2_1",60
27983,"csp_3_8","temp_1_6",61
27984,"csp_6_3","temp_1_6",57
27985,"csp_5_6","temp_1_6",62
27989,"csp_1_1","temp_2_1",60
27993,"csp_5_4","temp_1_5",63
28008,"csp_6_8","temp_1_6",59
28015,"csp_4_3","temp_1_6",60
28017,"csp_5_2","temp_1_6",60
28025,"csp_4_7","temp_1_6",60
28032,"csp_6_8","temp_1_6",60
28041,"csp_2_2","temp_2_1",60
28043,"csp_4_3","temp_1_6",60
28050,"csp_5_4","temp_1_6",65
28054,"csp_6_2","temp_1_6",60
28057,"csp_5_2","temp_1_6",60
28074,"csp_1_3","temp_2_2",61
28077,"csp_6_9","temp_1_5",59
28078,"csp_5_6","temp_1_6",60
28087,"csp_5_3","temp_1_6",60
28089,"csp_5_2","temp_1_6",60
28095,"csp_4_3","temp_1_6",56
28097,"csp_5_2","temp_1_6",60
28100,"csp_4_6","temp_1_6",56
28105,"csp_5_5","temp_1_6",60
28109,"csp_4_6","temp_1_6",60
28114,"csp_5_6","temp_1_6",60
28116,"csp_6_9","temp_1_6",65
28121,"csp_4_3","temp_1_6",60
28135,"csp_6_8","temp_1_6",60
28137,"csp_2_1","temp_2_1",56
28148,"csp_5_6","temp_1_6",56
28172,"csp_2_2","temp_2_1",60
28175,"csp_4_6","temp_1_6",60
28184,"csp_5_4","temp_1_6",60
28188,"csp_4_7","temp_1_6",60
28193,"csp_5_2","temp_1_6",60
28213,"csp_5_4","temp_1_6",61
28215,"csp_5_4","temp_1_6",60
28248,"csp_2_2","temp_2_1",60
28251,"csp_4_6","temp_1_6",59
28273,"csp_2_2","temp_2_2",58
28276,"csp_3_8","temp_1_6",60
28284,"csp_2_2","temp_2_2",60
28290,"csp_4_5","temp_1_6",61
28291,"csp_6_3","temp_1_6",60
28302,"csp_4_6","temp_1_6",60
28304,"csp_5_2","temp_1_6",60
28312,"csp_5_2","temp_1_6",56
28335,"csp_6_2","temp_1_6",60
28348,"csp_5_4","temp_1_6",60
28360,"csp_4_3","temp_1_6",61
28363,"csp_6_7","temp_1_6",60
28374,"csp_3_8","temp_1_6",61
28382,"csp_4_2","temp_1_6",63
28392,"csp_3_7","temp_1_6",65
28397,"csp_2_2","temp_2_2",62
28403,"csp_5_2","temp_1_6",65
28404,"csp_6_8","temp_1_6",60
28405,"csp_6_9","temp_1_5",65
28406,"csp_3_8","temp_1_6",60
28407,"csp_5_3","temp_1_6",61
28411,"csp_4_7","temp_1_6",60
28420,"csp_5_3","temp_1_6",60
28421,"csp_5_2","temp_1_6",60
28427,"csp_6_3","temp_1_6",64
28428,"csp_5_4","temp_1_6",62
28432,"csp_5_4","temp_1_6",60
28434,"csp_4_7","temp_1_6",55
28436,"csp_6_7","temp_1_6",60
28442,"csp_4_7","temp_1_6",60
28448,"csp_2_1","temp_2_1",60
28451,"csp_5_6","temp_1_5",65
28456,"csp_5_2","temp_1_6",60
28473,"csp_4_3","temp_1_6",60
28484,"csp_4_8","temp_1_6",65
28486,"csp_3_1","temp_2_2",60
28497,"csp_3_4","temp_1_6",58
28508,"csp_5_6","temp_1_6",60
28518,"csp_5_4","temp_1_6",61
28527,"csp_2_2","temp_2_1",60
28534,"csp_5_2","temp_1_6",55
28541,"csp_6_3","temp_1_5",65
28546,"csp_4_3","temp_2_1",60
28547,"csp_2_2","temp_2_1",60
28560,"csp_3_7","temp_1_6",60
28567,"csp_5_2","temp_1_6",60
28577,"csp_5_3","temp_1_6",60
28582,"csp_4_6","temp_1_6",57
28591,"csp_2_1","temp_2_2",60
28592,"csp_3_8","temp_1_6",60
28595,"csp_6_7","temp_1_6",65
28602,"csp_4_3","temp_2_1",58
28607,"csp_2_3","temp_2_2",60
28614,"csp_5_2","temp_1_6",60
28615,"csp_5_3","temp_1_6",57
28619,"csp_6_3","temp_1_6",60
28626,"csp_5_6","temp_1_6",62
28628,"csp_4_3","temp_1_6",60
28642,"csp_6_8","temp_1_5",60
28657,"csp_3_1","temp_2_1",57
28658,"csp_5_5","temp_1_6",62
28659,"csp_5_4","temp_1_6",60
28661,"csp_5_2","temp_1_6",53
28670,"csp_5_6","temp_1_6",60
28682,"csp_4_3","temp_1_6",65
28683,"csp_2_2","temp_2_1",60
28695,"csp_1_3","temp_2_2",60
28701,"csp_4_3","temp_1_6",60
28704,"csp_5_4","temp_1_6",56
28720,"csp_5_2","temp_1_6",60
28741,"csp_4_6","temp_1_6",65
28758,"csp_2_1","temp_2_2",60
28760,"csp_2_1","temp_2_1",63
28765,"csp_4_2","temp_1_6",63
28766,"csp_6_3","temp_1_6",61
28777,"csp_5_2","temp_1_5",46
28778,"csp_5_2","temp_1_6",60
28782,"csp_5_2","temp_1_6",65
28789,"csp_4_6","temp_1_6",61
28790,"csp_5_2","temp_1_6",60
28795,"csp_6_3","temp_1_6",60
28796,"csp_5_5","temp_1_6",60
28798,"csp_2_2","temp_2_1",62
28801,"csp_5_2","temp_1_6",64
28812,"csp_4_6","temp_1_6",60
28813,"csp_6_7","temp_1_6",60
28826,"csp_5_2","temp_1_6",60
28828,"csp_5_5","temp_1_6",60
28829,"csp_6_4","temp_1_6",60
28831,"csp_2_1","temp_2_1",57
28844,"csp_6_7","temp_1_6",68
28851,"csp_4_6","temp_1_6",60
28861,"csp_5_4","temp_1_6",63
28863,"csp_5_4","temp_1_6",65
28867,"csp_5_3","temp_1_6",56
28875,"csp_3_7","temp_1_6",65
28890,"csp_6_4","temp_1_6",58
28892,"csp_4_6","temp_1_6",57
28894,"csp_5_3","temp_1_6",65
28895,"csp_5_4","temp_1_6",57
28897,"csp_6_4","temp_1_6",60
