Unique_id,COMPANY_CATEGORY,JOB_CONDITION,activity_sector,Job_category,working_hours,EMPLOYEE_COUNT,Remuneration,job_desc,Job_dep,Contract_type
26296,"ct_9","C","HZ","O",1548,"tr_4",17246,"641a","67","CDI"
26297,"ct_9","P","IZ","O",571,"tr_1",7383,"564b","33","CDI"
26302,"ct_9","C","LZ","O",1582,"tr_3",12594,"691d","33","CDI"
26303,"ct_2","C","QB","O",1020,"tr_5",10538,"563a","33","AUT"
26304,"ct_9","C","IZ","O",1182,"tr_3",15195,"561d","33","CDI"
26309,"ct_8","C","QB","X",329,"tr_3",2561,"684a","33","AUT"
26313,"ct_9","C","FZ","O",1634,"tr_1",19311,"671c","33","CDI"
26315,"ct_9","C","MC","O",1771,"tr_5",31683,"374d","33","CDI"
26320,"ct_9","C","KZ","O",1812,"tr_1",48374,"431f","33","CDI"
26322,"ct_9","C","KZ","O",1820,"tr_6",46630,"376c","33","CDI"
26327,"ct_9","C","HZ","O",1820,"tr_6",26394,"333c","33","CDI"
26334,"ct_9","P","IZ","O",742,"tr_1",6073,"561f","33","TOA"
26341,"ct_9","C","GZ","O",1525,"tr_4",17531,"554e","33","CDI"
26347,"ct_9","C","CE","O",2553,"tr_6",32737,"674a","33","CDI"
26349,"ct_9","C","HZ","O",1824,"tr_3",17971,"451a","33","CDI"
26351,NA,"P","OZ","O",499,NA,5791,"524c","33","CDI"
26353,NA,"C","TZ","O",1060,NA,10489,"563c","33","AUT"
26357,"ct_9","C","MB","O",1820,"tr_2",36927,"387d","33","CDI"
26369,"ct_9","N","NZ","O",1393,"tr_1",16150,"623a","33","TTP"
26381,"ct_9","C","GZ","O",1982,"tr_4",21336,"636a","33","CDI"
26389,"ct_9","C","FZ","O",1820,"tr_1",20321,"632f","33","CDI"
26400,"ct_9","C","EZ","O",1774,"tr_5",48189,"373d","33","CDI"
26406,"ct_6","C","QA","O",1570,"tr_1",16723,"526b","33","CDI"
26407,"ct_9","P","GZ","O",859,"tr_1",10030,"554g","33","CDI"
26414,"ct_7","N","QB","O",3000,"tr_1",20190,"563a","33","CDI"
26423,"ct_9","P","KZ","O",1417,"tr_2",49043,"376e","33","CDI"
26424,"ct_9","C","QB","O",1529,"tr_4",23031,"636d","33","CDI"
26430,"ct_9","C","NZ","O",691,"tr_3",7317,"461d","33","CDI"
26432,"ct_2","C","OZ","O",2454,"tr_4",19130,"621f","33","AUT"
26433,"ct_9","P","GZ","O",930,"tr_1",8688,"554f","33","CDI"
26438,"ct_9","C","GZ","O",1820,"tr_3",22361,"463d","45","CDI"
26440,"ct_9","C","GZ","O",1891,"tr_3",17679,"478d","33","CDI"
26444,"ct_9","C","HZ","O",1553,"tr_3",15335,"534a","33","CDI"
26446,"ct_8","P","QA","O",1092,"tr_4",39874,"344a","33","CDI"
26447,"ct_9","C","SZ","O",1820,"tr_0",30578,"479b","33","CDI"
26455,"ct_9","C","FZ","O",1778,"tr_6",35514,"382c","31","CDI"
26457,"ct_8","C","QB","O",1853,"tr_3",21002,"525d","33","CDI"
26460,"ct_9","C","CA","O",1718,"tr_1",19954,"691d","33","CDI"
26466,"ct_9","C","QB","O",1845,"tr_3",31202,"434a","16","CDI"
26470,"ct_8","C","QA","O",1820,"tr_6",63166,"344a","33","CDI"
26474,"ct_8","C","PZ","O",1820,"tr_1",27827,"421b","33","CDI"
26476,"ct_9","C","NZ","O",1078,"tr_6",9939,"534a","33","CDI"
26482,"ct_9","C","CH","O",1777,"tr_4",19683,"475b","33","CDI"
26485,"ct_8","C","QA","O",1820,"tr_2",84246,"344b","33","CDI"
26495,"ct_9","C","LZ","O",1614,"tr_1",25622,"463e","33","CDI"
26503,"ct_9","C","HZ","O",1661,"tr_3",16174,"641a","33","CDI"
26514,"ct_8","P","QB","O",1257,"tr_5",5046,"675b","33","AUT"
26528,"ct_9","C","KZ","O",1820,"tr_6",41330,"467a","33","CDI"
26531,"ct_9","C","JA","O",1820,"tr_6",29772,"354a","33","CDI"
26537,"ct_8","C","QA","O",2044,"tr_2",33290,"526b","33","CDI"
26538,"ct_9","P","NZ","O",1444,"tr_5",13642,"543f","33","CDI"
26540,"ct_9","P","QB","O",1273,"tr_4",13097,"525d","33","CDI"
26544,"ct_7","N","QB","O",3000,"tr_1",19709,"563a","33","CDI"
26550,"ct_9","C","HZ","O",1824,"tr_3",16428,"451a","33","CDI"
26557,"ct_9","C","FZ","O",1640,"tr_2",25993,"682a","33","CDI"
26563,"ct_9","C","GZ","O",1055,"tr_5",13864,"676c","33","CDI"
26567,"ct_8","C","QA","O",1822,"tr_6",22377,"543g","33","CDI"
26573,"ct_8","C","NZ","O",1820,"tr_6",19888,"691c","33","CDI"
26574,"ct_9","C","HZ","O",1820,"tr_3",23162,"655a","33","CDI"
26579,"ct_9","P","PZ","O",288,"tr_0",3813,"372d","75","CDD"
26580,"ct_9","C","GZ","O",1625,"tr_2",17047,"551a","33","CDI"
26584,"ct_7","N","QB","O",1176,"tr_1",8123,"563b","33","CDI"
26585,"ct_9","C","CL","O",1846,"tr_6",30221,"673c","33","CDI"
26587,"ct_8","C","PZ","O",1803,"tr_5",21595,"422e","33","CDI"
26589,"ct_9","C","NZ","O",1365,"tr_6",16357,"461b","33","CDI"
26591,"ct_9","C","PZ","O",1794,"tr_2",24071,"423b","33","CDI"
26596,"ct_9","C","FZ","O",1364,"tr_5",46883,"382c","33","CDI"
26627,"ct_9","C","HZ","O",1603,"tr_6",13374,"451a","33","CDI"
26629,"ct_9","C","CJ","O",1743,"tr_3",56318,"462e","69","CDI"
26634,"ct_9","C","KZ","O",1857,"tr_1",20321,"542a","33","CDI"
26635,"ct_9","C","NZ","O",1841,"tr_4",13296,"534a","33","CDI"
26638,"ct_9","C","DZ","O",1803,"tr_5",42055,"477c","33","CDI"
26640,"ct_9","C","KZ","O",1820,"tr_6",50913,"380a","94","CDI"
26644,"ct_9","C","JC","O",1617,"tr_4",46881,"478a","13","CDI"
26645,"ct_9","C","MA","O",1638,"tr_3",35256,"373c","33","CDI"
26646,"ct_9","C","NZ","X",382,"tr_3",4913,"463e","33","AUT"
26648,"ct_9","C","GZ","O",1633,"tr_1",17955,"554e","33","CDI"
26656,"ct_9","C","GZ","O",1808,"tr_4",23089,"628a","33","CDI"
26660,"ct_8","P","QB","O",1566,"tr_4",14954,"434d","33","CDI"
26667,"ct_9","C","JC","O",1820,"tr_1",18996,"478a","33","CDI"
26669,"ct_9","C","GZ","O",1942,"tr_3",29671,"653a","33","CDI"
26670,"ct_9","C","CA","O",1820,"tr_2",27509,"543f","33","CDI"
26671,"ct_9","C","MA","O",1851,"tr_0",38949,"461e","33","CDI"
26674,"ct_9","C","KZ","O",1781,"tr_2",26682,"545c","33","CDI"
26676,"ct_6","C","RZ","O",150,"tr_0",1341,"691e","17","TOA"
26679,"ct_9","C","QA","O",2001,"tr_3",19680,"526e","33","CDI"
26683,"ct_2","C","OZ","O",1820,"tr_6",62567,"332b","33","CDI"
26687,"ct_9","C","GZ","O",1920,"tr_6",20011,"551a","33","CDI"
26688,"ct_9","C","IZ","O",1740,"tr_3",19200,"561d","33","CDI"
26690,"ct_9","C","NZ","O",232,"tr_1",2251,"691e","33","TOA"
26696,"ct_9","C","FZ","O",1622,"tr_1",43192,"463e","33","CDI"
26698,"ct_9","C","FZ","O",1713,"tr_5",20381,"641a","33","CDI"
26700,"ct_9","P","QB","O",303,"tr_2",2408,"563b","33","CDI"
26701,"ct_9","C","QA","O",2002,"tr_3",18016,"526e","33","CDI"
26702,"ct_9","C","HZ","O",1820,"tr_6",18895,"451a","33","CDI"
26710,"ct_7","N","TZ","O",1236,"tr_1",8336,"563a","75","CDI"
26717,"ct_9","C","CK","O",1820,"tr_5",30824,"673c","33","CDI"
26718,"ct_8","C","QB","O",1734,"tr_3",16402,"526a","33","CDI"
26726,NA,"C","TZ","O",995,NA,9735,"563c","33","CDI"
26731,"ct_9","P","IZ","O",853,"tr_3",8423,"561d","33","CDI"
26745,"ct_9","C","GZ","O",1825,"tr_6",21680,"552a","33","CDI"
26747,"ct_3","C","QA","O",1820,"tr_6",20180,"526a","33","CDI"
26748,NA,"P","NZ","O",242,"tr_1",3913,"431a","33","CDI"
26753,"ct_9","C","GZ","O",1798,"tr_3",34340,"384c","33","CDI"
26765,"ct_9","C","GZ","O",1924,"tr_4",26764,"462b","33","CDI"
26766,"ct_9","C","FZ","O",1745,"tr_5",10150,"671c","33","CDI"
26768,NA,"N","QA","O",337,NA,3581,"563c","33","CDI"
26772,"ct_9","C","SZ","O",1257,"tr_1",13727,"562b","33","CDI"
26778,"ct_9","C","HZ","O",1061,"tr_6",56863,"333c","75","CDI"
26794,"ct_8","C","PZ","O",1820,"tr_5",26822,"341a","33","CDI"
26796,"ct_9","C","KZ","O",1793,"tr_4",39948,"376e","33","CDI"
26820,"ct_9","C","GZ","O",1836,"tr_2",30984,"373d","33","CDI"
26826,"ct_9","C","GZ","O",1795,"tr_2",14978,"463e","33","CDI"
26827,"ct_9","P","GZ","O",786,"tr_1",13455,"542a","33","CDI"
26832,"ct_9","C","FZ","O",1139,"tr_1",6168,"681b","33","CDI"
26833,"ct_9","C","MA","O",1753,"tr_4",19547,"543b","33","CDI"
26835,"ct_9","C","FZ","O",719,"tr_1",4771,"681a","77","CDD"
26840,"ct_9","C","CF","O",1834,"tr_6",38513,"475b","33","CDI"
26845,"ct_9","C","CA","O",1820,"tr_3",34142,"674c","33","CDI"
26854,"ct_9","C","HZ","O",1731,"tr_6",22909,"451a","33","CDI"
26876,"ct_9","P","HZ","O",231,"tr_6",4799,"451a","33","CDI"
26879,"ct_9","C","FZ","O",1773,"tr_1",26553,"632e","33","CDI"
26881,"ct_9","P","QB","O",1040,"tr_3",8060,"525d","33","CDI"
26893,"ct_9","C","CM","O",1132,"tr_4",32577,"481b","33","CDI"
26897,"ct_9","P","HZ","O",435,"tr_5",4719,"642b","33","CDI"
26900,"ct_9","C","HZ","O",2200,"tr_3",27486,"641a","33","CDI"
26921,"ct_3","C","QA","O",1820,"tr_6",23553,"451h","33","CDI"
26938,"ct_9","C","JC","O",1821,"tr_6",35284,"388a","33","CDI"
26948,"ct_9","C","GZ","O",1824,"tr_6",20055,"534a","33","CDI"
26951,"ct_9","C","CA","O",1957,"tr_2",21882,"636c","33","CDI"
26953,"ct_9","N","HZ","O",195,"tr_5",2847,"534a","54","CDI"
26963,NA,"C","NZ","O",152,"tr_1",1982,"631a","33","CDI"
26966,"ct_8","C","QB","O",1318,"tr_4",11357,"525d","33","CDI"
26968,"ct_9","N","KZ","O",243,"tr_6",2191,"543h","59","AUT"
26973,"ct_9","C","NZ","O",1745,"tr_2",9835,"674a","33","CDI"
26976,NA,"C","GZ","O",194,NA,2257,"643a","33","CDI"
26979,"ct_9","C","KZ","O",1554,"tr_1",38206,"373c","33","CDI"
26983,"ct_9","C","GZ","O",2028,"tr_1",21626,"634a","33","CDI"
26985,"ct_8","C","QB","O",1505,"tr_5",10369,"563b","33","CDI"
26990,"ct_9","P","IZ","O",504,"tr_1",4466,"561f","33","CDI"
26992,"ct_1","C","PZ","O",1820,"tr_5",17651,"451e","33","CDI"
26995,"ct_9","C","RZ","O",1778,"tr_6",51195,"432b","33","CDI"
26998,"ct_9","C","RZ","O",1454,"tr_2",13242,"541b","33","CDI"
27008,"ct_7","N","QB","O",3000,"tr_1",21419,"563a","33","CDI"
27010,"ct_9","C","FZ","O",1348,"tr_3",24218,"481b","33","CDI"
27011,"ct_8","C","RZ","O",1820,"tr_2",41384,"424a","33","CDI"
27022,"ct_8","C","QB","O",1505,"tr_2",17294,"434g","33","CDI"
27024,"ct_8","C","QB","O",1357,"tr_2",16330,"434g","33","CDI"
27029,"ct_9","C","HZ","O",1778,"tr_5",24234,"543g","33","CDI"
27033,"ct_9","C","GZ","O",1083,"tr_2",7556,"554f","33","CDI"
27035,"ct_9","C","GZ","O",1918,"tr_5",17636,"543h","33","CDI"
27036,"ct_8","P","SZ","X",466,"tr_2",5516,"691d","33","AUT"
27037,"ct_9","P","HZ","O",1509,"tr_5",25736,"546a","33","CDI"
27039,"ct_9","C","LZ","O",1825,"tr_1",19648,"543f","33","CDI"
27044,"ct_9","P","QA","O",902,"tr_3",8557,"526e","33","CDI"
27046,"ct_9","C","MA","O",2028,"tr_2",35267,"542a","33","CDI"
27050,"ct_8","P","QB","O",1456,"tr_4",23057,"434e","33","CDI"
27053,"ct_8","C","QB","O",1820,"tr_5",44054,"434a","33","CDI"
27060,"ct_9","C","HZ","O",1301,"tr_5",13033,"653a","33","CDI"
27070,"ct_8","C","QB","O",1805,"tr_4",23175,"526a","33","CDI"
27084,"ct_9","C","DZ","O",1910,"tr_6",51568,"388d","33","CDI"
27089,"ct_9","C","CL","O",1460,"tr_6",26981,"475a","33","CDI"
27090,"ct_8","C","QA","O",1759,"tr_5",17125,"526a","33","CDI"
27092,"ct_2","P","OZ","O",462,"tr_6",6195,"524c","33","CDD"
27094,"ct_9","C","CH","O",1736,"tr_2",41453,"384c","33","CDI"
27097,"ct_9","C","HZ","O",618,"tr_5",6552,"641a","33","CDD"
27105,"ct_8","P","QB","O",1878,"tr_4",72275,"344b","33","CDI"
27107,"ct_9","N","MB","O",924,"tr_1",20444,"342g","33","CDI"
27118,"ct_9","C","MC","O",1820,"tr_6",58941,"385a","92","CDI"
27126,"ct_9","P","CM","O",878,"tr_6",16745,"622c","33","CDI"
27140,"ct_8","N","IZ","O",1036,"tr_5",24358,"478a","63","CDI"
27143,"ct_9","C","NZ","O",369,"tr_2",5285,"553c","75","TTP"
27146,"ct_9","C","MA","O",945,"tr_1",10469,"543f","33","CDI"
27157,"ct_9","C","MC","O",1794,"tr_1",23154,"472b","75","CDI"
27162,"ct_8","C","NZ","O",1820,"tr_6",19082,"691c","33","CDI"
27168,"ct_8","C","PZ","O",1497,"tr_3",17532,"423b","33","CDI"
27175,"ct_9","P","GZ","O",2011,"tr_3",23609,"551a","33","CDI"
27176,"ct_9","C","GZ","O",2104,"tr_3",17669,"643a","82","CDI"
27180,"ct_9","C","FZ","O",994,"tr_1",10014,"634b","33","CDI"
27189,"ct_9","C","HZ","O",1921,"tr_6",20213,"521a","33","CDI"
27192,"ct_9","C","GZ","O",1512,"tr_1",30767,"463b","33","CDI"
27201,"ct_9","C","CL","O",1804,"tr_6",23260,"477a","33","CDD"
27221,"ct_9","C","HZ","O",497,"tr_4",5569,"655a","33","CDI"
27222,"ct_9","C","GZ","O",1764,"tr_1",24682,"556a","33","CDI"
27223,"ct_9","C","FZ","O",1603,"tr_2",26476,"481a","33","CDI"
27233,"ct_8","P","RZ","O",774,"tr_1",17988,"424a","33","CDI"
27238,"ct_8","P","SZ","X",466,"tr_2",4489,"691d","33","AUT"
27240,"ct_9","C","IZ","O",546,"tr_0",5511,"561d","33","TOA"
27245,"ct_9","C","FZ","O",1561,"tr_4",20522,"632j","33","CDI"
27246,"ct_9","C","GZ","O",1777,"tr_6",31462,"374a","33","CDI"
27248,"ct_5","C","LZ","O",1742,"tr_6",28127,"461d","33","CDI"
27251,"ct_9","C","QB","O",511,"tr_3",7399,"526d","33","CDI"
27259,"ct_9","C","IZ","O",1228,"tr_2",23730,"468a","33","CDI"
27262,"ct_8","C","MC","O",1136,"tr_2",24038,"385a","33","CDD"
27263,"ct_9","C","HZ","O",1854,"tr_4",22153,"451a","33","CDI"
27266,"ct_9","C","KZ","O",1778,"tr_6",40257,"372a","33","CDI"
27268,"ct_9","C","GZ","O",1769,"tr_6",47037,"372c","33","CDI"
27271,"ct_9","C","GZ","A",455,"tr_1",2676,"554g","33","APP"
27272,"ct_9","C","JB","O",1062,"tr_6",22186,"461f","33","CDI"
27282,"ct_9","C","GZ","O",1533,"tr_1",13027,"556a","33","CDI"
27284,"ct_9","C","MA","O",1150,"tr_5",21705,"474b","33","CDI"
27292,NA,"N","QA","O",124,NA,1298,"451h","33","CDI"
27294,"ct_8","C","QA","O",1739,"tr_3",52458,"344b","33","CDI"
27296,"ct_9","C","FZ","O",1784,"tr_4",39335,"481b","33","CDI"
27302,"ct_8","P","QA","O",1489,"tr_6",20532,"526c","33","CDI"
27308,"ct_9","C","GZ","O",1008,"tr_2",20400,"462e","33","CDI"
27310,"ct_9","C","GZ","O",1800,"tr_5",20953,"543b","33","CDI"
27315,"ct_9","C","NZ","O",1937,"tr_3",20712,"544a","33","CDI"
27316,"ct_9","C","HZ","O",1890,"tr_4",20610,"526e","33","CDI"
27327,"ct_9","P","HZ","O",1659,"tr_6",19028,"543g","33","CDI"
27329,"ct_9","C","QA","O",1845,"tr_6",24644,"526a","33","CDI"
27337,"ct_9","C","CA","O",1834,"tr_6",21363,"652a","33","CDI"
27343,"ct_2","C","QB","O",1585,"tr_6",17792,"563a","33","AUT"
27355,"ct_1","C","OZ","O",1820,"tr_3",44551,"333b","33","AUT"
27365,"ct_1","C","OZ","O",1820,"tr_4",37227,"479b","33","AUT"
27368,"ct_9","C","RZ","X",1535,"tr_6",29364,"543f","33","AUT"
27374,"ct_9","C","CI","O",1820,"tr_6",48572,"383a","33","CDI"
27376,"ct_9","C","HZ","O",903,"tr_6",18655,"641b","33","CDI"
27377,"ct_9","C","HZ","O",1663,"tr_2",20353,"451a","33","CDI"
27380,"ct_8","C","QB","X",1610,"tr_5",7910,"675b","33","AUT"
27382,"ct_9","P","IZ","O",558,"tr_1",4891,"554a","33","CDI"
27384,"ct_9","C","QA","O",1795,"tr_4",32599,"542a","33","CDI"
27391,"ct_9","C","FZ","O",1791,"tr_1",24583,"632d","33","CDI"
27397,"ct_8","P","QB","O",1432,"tr_4",10371,"563b","33","CDI"
27399,"ct_9","C","QA","O",1559,"tr_1",23403,"526b","33","CDI"
27401,"ct_8","C","OZ","O",1903,"tr_6",24009,"462e","33","CDI"
27402,"ct_9","C","FZ","O",714,"tr_1",8090,"681a","33","CDD"
27405,"ct_9","C","FZ","O",1820,"tr_1",54303,"472c","33","CDI"
27407,"ct_8","C","SZ","O",1820,"tr_1",35591,"461d","33","CDI"
27408,"ct_9","P","CL","O",993,"tr_1",13979,"461b","33","CDI"
27414,NA,"C","PZ","O",152,NA,709,"422c","33","CDI"
27415,"ct_8","C","KZ","O",1813,"tr_5",25413,"545c","33","CDI"
27418,"ct_9","C","MA","O",1596,"tr_2",14511,"461b","33","CDI"
27420,"ct_9","C","JC","O",1681,"tr_4",31510,"388a","33","CDI"
27421,"ct_8","C","PZ","O",1549,"tr_1",20864,"421b","33","CDI"
27428,"ct_2","P","OZ","O",1030,"tr_6",11986,"524c","33","CDD"
27435,"ct_8","C","NZ","O",2035,"tr_1",54423,"434a","47","CDI"
27440,"ct_9","C","HZ","O",1014,"tr_6",51712,"389b","93","CDI"
27441,"ct_9","C","IZ","O",1358,"tr_1",21513,"461b","33","CDI"
27442,"ct_3","C","QA","O",1655,"tr_6",50461,"344a","33","CDD"
27443,NA,"C","TZ","O",169,NA,4912,"563c","33","CDD"
27463,"ct_9","C","GZ","O",962,"tr_6",62351,"374c","93","CDI"
27466,"ct_8","N","NZ","O",731,"tr_1",7620,"671c","33","TTP"
27473,"ct_9","P","FZ","O",765,"tr_1",6740,"632f","33","CDI"
27490,"ct_8","C","PZ","O",1820,"tr_1",26982,"421b","33","CDI"
27492,"ct_9","C","QB","O",1814,"tr_3",20361,"526d","33","CDI"
27509,"ct_5","C","MB","O",2080,"tr_6",51187,"342g","33","CDI"
27513,"ct_9","C","CC","O",1666,"tr_5",25513,"544a","33","CDI"
27515,"ct_8","C","QB","O",1579,"tr_3",18959,"526a","33","CDI"
27529,"ct_9","C","NZ","O",1799,"tr_1",24483,"542a","33","CDI"
27537,"ct_9","C","KZ","O",1820,"tr_6",34232,"467b","33","CDI"
27539,"ct_9","C","DZ","O",1807,"tr_2",34508,"477b","33","CDI"
27547,"ct_9","C","SZ","O",699,"tr_3",8467,"681b","92","CDD"
27548,"ct_9","C","HZ","O",1975,"tr_4",58909,"371a","33","CDI"
27551,"ct_9","C","LZ","O",1817,"tr_4",21465,"461d","33","CDI"
27557,"ct_6","C","GZ","O",1757,"tr_1",24749,"554a","33","CDI"
27558,"ct_5","C","MB","O",2041,"tr_6",58254,"342g","33","CDI"
27560,"ct_7","N","QB","O",3000,"tr_1",15510,"563a","33","CDI"
27568,"ct_1","C","OZ","O",1820,"tr_6",40731,"479b","33","AUT"
27572,"ct_8","C","MB","O",1820,"tr_3",29041,"372b","33","CDI"
27577,NA,"C","TZ","O",349,NA,3785,"563c","16","CDD"
27579,"ct_8","C","QB","O",1532,"tr_4",17759,"563b","33","CDI"
27582,"ct_9","C","QA","O",2103,"tr_2",21245,"526e","33","CDI"
27589,"ct_8","C","QB","O",1620,"tr_4",21254,"526d","33","CDD"
27597,"ct_9","C","GZ","O",1820,"tr_1",19549,"554d","33","CDI"
27601,"ct_8","P","KZ","O",1279,"tr_5",19384,"467c","33","CDI"
27602,"ct_9","C","JC","O",1635,"tr_1",24708,"478c","33","CDI"
27610,"ct_6","P","GZ","O",218,"tr_0",1508,"553c","12","TOA"
27616,"ct_9","P","QB","O",1497,"tr_1",19916,"434g","33","CDI"
27620,"ct_5","C","LZ","O",1820,"tr_6",23229,"461f","33","CDI"
27629,"ct_9","C","QB","O",1232,"tr_4",11833,"563b","33","CDI"
27640,"ct_9","C","JC","O",1935,"tr_6",35465,"388a","33","CDI"
27643,"ct_9","C","IZ","A",286,"tr_2",1442,"561d","33","APP"
27644,"ct_9","C","IZ","O",1834,"tr_2",35701,"372c","33","CDI"
27647,"ct_9","C","PZ","O",618,"tr_3",11546,"423b","26","CDI"
27648,NA,"N","LZ","O",241,NA,2352,"691d","33","CDI"
27650,"ct_9","C","CL","O",1906,"tr_6",36001,"384b","33","CDI"
27653,"ct_9","C","MA","O",1692,"tr_1",20171,"475a","33","CDI"
27657,"ct_9","P","HZ","O",1366,"tr_6",18502,"546a","33","CDI"
27659,"ct_8","C","QB","O",1824,"tr_4",21854,"434d","33","CDI"
27660,"ct_8","P","PZ","O",1177,"tr_3",11792,"525b","33","CDI"
27668,"ct_9","C","CG","O",1499,"tr_1",19443,"475b","33","CDI"
27673,"ct_9","C","HZ","O",1716,"tr_6",26571,"641b","33","CDI"
27674,"ct_9","C","GZ","O",1607,"tr_3",39373,"462b","75","CDI"
27677,"ct_8","C","OZ","O",462,"tr_2",3540,"545d","33","CDD"
27680,"ct_9","C","GZ","O",1572,"tr_1",17551,"554e","33","CDI"
27682,"ct_9","C","GZ","O",1778,"tr_4",25050,"462e","33","CDI"
27683,"ct_9","C","KZ","O",1653,"tr_3",21706,"691e","33","CDI"
27690,"ct_9","C","NZ","O",1161,"tr_1",12376,"525d","33","TTP"
27691,"ct_9","C","JC","O",1842,"tr_6",27491,"388c","33","CDI"
27704,"ct_9","C","IZ","O",1628,"tr_1",15800,"636d","33","CDI"
27709,"ct_9","P","PZ","O",1664,"tr_2",17147,"423b","33","CDI"
27710,"ct_8","C","QB","O",1820,"tr_6",25871,"461b","33","CDI"
27714,"ct_9","C","GZ","O",1820,"tr_5",34398,"462b","33","CDI"
27717,"ct_9","N","NZ","O",625,"tr_1",5373,"641a","33","TTP"
27721,"ct_9","P","NZ","O",1123,"tr_3",10405,"541d","33","CDD"
27726,"ct_9","C","FZ","O",1505,"tr_4",30248,"481a","33","CDI"
27727,"ct_9","C","GZ","O",1688,"tr_1",14608,"554a","33","CDI"
27728,"ct_9","C","GZ","O",1094,"tr_5",14076,"551a","33","CDD"
27729,NA,"C","IZ","O",368,NA,4503,"561d","40","CDI"
27731,NA,"C","NZ","O",181,"tr_1",1699,"676a","33","CDI"
27737,"ct_8","C","QB","O",1609,"tr_5",18517,"526d","33","CDI"
27738,"ct_1","P","OZ","O",1052,"tr_4",14345,"461e","33","CDI"
27743,"ct_2","C","OZ","O",1760,"tr_6",16926,"524c","33","CDD"
27755,"ct_9","C","HZ","O",1820,"tr_5",24379,"333c","33","CDI"
27765,"ct_9","P","GZ","O",904,"tr_2",11950,"552a","33","CDI"
27768,"ct_9","C","HZ","O",322,"tr_2",2560,"643a","93","CDI"
27776,"ct_9","C","QB","O",1860,"tr_3",21808,"526a","33","CDI"
27777,"ct_9","C","NZ","O",1566,"tr_4",47554,"387d","33","CDI"
27781,"ct_9","C","MA","O",1078,"tr_2",12117,"472c","33","CDD"
27782,"ct_9","C","GZ","O",1503,"tr_1",21243,"462b","33","CDI"
27786,"ct_9","C","HZ","O",1775,"tr_2",23869,"333c","33","CDI"
27787,"ct_2","C","OZ","A",1797,"tr_6",5044,"524b","33","APP"
27794,"ct_8","C","NZ","O",1761,"tr_3",14791,"691d","33","CDI"
27805,"ct_9","C","CA","O",1897,"tr_4",27557,"625f","33","CDI"
27809,"ct_9","P","IZ","O",1138,"tr_2",10561,"561d","33","CDI"
27813,"ct_9","C","IZ","O",1297,"tr_3",14093,"636d","33","CDI"
27824,"ct_9","C","HZ","O",1820,"tr_5",27561,"543e","33","CDI"
27831,"ct_9","C","MA","O",1851,"tr_3",22144,"475b","33","CDI"
27840,"ct_9","P","NZ","O",1574,"tr_1",28433,"526b","33","CDI"
27844,"ct_9","C","IZ","O",1614,"tr_1",9883,"636d","64","CDI"
27846,"ct_8","C","QB","O",1742,"tr_0",19706,"543g","33","CDI"
27857,"ct_9","C","QB","O",1912,"tr_3",20814,"525d","33","CDI"
27867,"ct_3","C","QA","O",3000,"tr_6",45435,"344a","33","AUT"
27874,"ct_9","C","GZ","O",1491,"tr_1",24846,"554a","33","CDI"
27880,"ct_9","C","GZ","O",1705,"tr_3",23232,"636a","33","CDI"
27884,"ct_8","C","QA","O",1820,"tr_5",54476,"344a","33","CDI"
27890,"ct_1","C","PZ","O",843,"tr_6",11053,"451e","21","AUT"
27894,"ct_8","C","QB","O",2235,"tr_3",26891,"526d","33","CDI"
27895,"ct_3","P","QA","O",1455,"tr_6",16432,"523d","33","AUT"
27897,"ct_9","C","QB","O",1401,"tr_2",13143,"526d","33","CDI"
27900,"ct_9","N","NZ","O",1380,"tr_1",19105,"636a","33","TTP"
27903,"ct_9","C","MA","O",1529,"tr_3",26504,"543g","92","CDI"
27904,"ct_9","C","GZ","O",1900,"tr_2",24506,"634c","33","CDI"
27905,"ct_8","C","PZ","O",1213,"tr_5",26175,"341a","33","CDI"
27908,"ct_9","C","MC","O",448,"tr_4",3679,"545c","33","CDI"
27909,"ct_9","P","IZ","O",737,"tr_4",6965,"561d","33","CDI"
27916,"ct_9","C","GZ","O",381,"tr_1",5819,"554b","69","CDI"
27930,"ct_9","C","JC","O",1880,"tr_5",30630,"388c","34","CDI"
27933,"ct_8","P","PZ","O",402,"tr_1",7453,"435b","34","CDI"
27935,"ct_9","C","IZ","X",1149,"tr_1",9517,"468a","34","AUT"
27936,"ct_9","C","HZ","O",2027,"tr_4",20089,"521a","34","CDI"
27937,"ct_9","C","JC","O",1834,"tr_6",28387,"388c","34","CDI"
27938,"ct_8","C","QB","O",1062,"tr_3",18638,"432d","34","CDI"
27939,"ct_9","C","IZ","O",1261,"tr_2",10208,"561d","34","CDI"
27940,NA,"C","TZ","O",299,NA,3105,"563c","34","CDI"
27949,"ct_9","C","FZ","O",1036,"tr_1",6314,"681b","34","CDI"
27951,"ct_9","C","MB","A",1628,"tr_6",18499,"544a","34","APP"
27953,"ct_8","C","QB","O",1967,"tr_3",21428,"543b","34","CDI"
27954,"ct_6","C","AZ","O",378,"tr_1",3243,"692a","34","CDI"
27956,"ct_9","N","PZ","O",1641,"tr_1",30453,"372d","34","CDI"
27962,"ct_9","C","QB","O",550,"tr_3",4032,"525d","11","CDD"
27963,"ct_7","N","TZ","O",727,"tr_0",4339,"563a","34","CDI"
27968,"ct_3","C","QA","O",1820,"tr_6",34408,"432d","34","AUT"
