Unique_id,Emp_contract
26119,"temp_1_6"
26122,"temp_1_2"
26126,"temp_1_6"
26131,"temp_1_6"
26135,"temp_1_2"
26141,"temp_1_6"
26142,"temp_1_6"
26143,"temp_1_6"
26147,"temp_1_6"
26165,"temp_1_5"
26170,"temp_1_5"
26177,"temp_1_6"
26179,"temp_1_6"
26182,"temp_1_6"
26183,"temp_1_6"
26191,"temp_1_6"
26195,"temp_1_6"
26199,"temp_2_2"
26201,"temp_1_6"
26202,"temp_1_6"
26205,"temp_1_6"
26208,"temp_1_6"
26209,"temp_1_6"
26211,"temp_1_6"
26213,"temp_2_1"
26218,"temp_2_2"
26222,"temp_1_5"
26230,"temp_1_5"
26231,"temp_1_6"
26241,"temp_1_5"
26245,"temp_1_6"
26246,"temp_1_6"
26249,"temp_1_1"
26254,"temp_2_1"
26257,"temp_1_6"
26259,"temp_1_6"
26261,"temp_1_6"
26265,"temp_1_6"
26267,"temp_1_6"
26273,"temp_1_6"
26279,"temp_2_1"
26286,"temp_1_6"
26294,"temp_1_6"
26296,"temp_1_6"
26297,"temp_1_6"
26299,"temp_2_2"
26302,"temp_1_6"
26303,"temp_1_5"
26304,"temp_1_6"
26309,"temp_1_2"
26313,"temp_1_6"
26315,"temp_1_6"
26320,"temp_1_6"
26322,"temp_1_6"
26327,"temp_1_6"
26334,"temp_1_5"
26337,"temp_1_6"
26341,"temp_1_6"
26345,"temp_2_1"
26347,"temp_1_6"
26349,"temp_1_6"
26351,"temp_1_6"
26353,"temp_1_5"
26357,"temp_1_6"
26367,"temp_2_1"
26369,"temp_1_2"
26381,"temp_1_6"
26389,"temp_1_6"
26390,"temp_2_1"
26393,"temp_2_2"
26400,"temp_1_6"
26406,"temp_1_6"
26407,"temp_1_6"
26414,"temp_1_6"
26423,"temp_1_6"
26424,"temp_1_6"
26430,"temp_1_6"
26432,"temp_1_2"
26433,"temp_1_6"
26438,"temp_1_6"
26440,"temp_1_6"
26444,"temp_1_6"
26446,"temp_1_6"
26447,"temp_1_6"
26455,"temp_1_6"
26457,"temp_1_6"
26460,"temp_1_6"
26466,"temp_1_6"
26470,"temp_1_6"
26474,"temp_1_6"
26476,"temp_1_6"
26482,"temp_1_6"
26485,"temp_1_6"
26495,"temp_1_6"
26500,"temp_2_2"
26503,"temp_1_6"
26512,"temp_2_2"
26514,"temp_1_5"
26528,"temp_1_6"
26531,"temp_1_6"
26532,"temp_2_2"
26537,"temp_1_6"
26538,"temp_1_6"
26540,"temp_1_6"
26544,"temp_1_6"
26550,"temp_1_6"
26557,"temp_1_6"
26563,"temp_1_6"
26567,"temp_1_6"
26573,"temp_1_6"
26574,"temp_1_6"
26579,"temp_1_5"
26580,"temp_1_6"
26584,"temp_1_6"
26585,"temp_1_6"
26587,"temp_1_6"
26589,"temp_1_6"
26591,"temp_1_6"
26596,"temp_1_6"
26607,"temp_2_1"
26622,"temp_2_1"
26627,"temp_1_6"
26629,"temp_1_6"
26634,"temp_1_6"
26635,"temp_1_6"
26638,"temp_1_6"
26640,"temp_1_6"
26644,"temp_1_6"
26645,"temp_1_6"
26646,"temp_1_5"
26648,"temp_1_6"
26656,"temp_1_6"
26660,"temp_1_6"
26667,"temp_1_6"
26669,"temp_1_6"
26670,"temp_1_6"
26671,"temp_1_6"
26674,"temp_1_6"
26676,"temp_1_5"
26679,"temp_1_6"
26683,"temp_1_6"
26687,"temp_1_6"
26688,"temp_1_6"
26689,"temp_2_2"
26690,"temp_1_5"
26696,"temp_1_6"
26698,"temp_1_6"
26700,"temp_1_6"
26701,"temp_1_6"
26702,"temp_1_6"
26710,"temp_1_6"
26716,"temp_2_1"
26717,"temp_1_6"
26718,"temp_1_6"
26726,"temp_1_6"
26731,"temp_1_6"
26745,"temp_1_6"
26747,"temp_1_6"
26748,"temp_1_6"
26753,"temp_1_6"
26765,"temp_1_6"
26766,"temp_1_6"
26768,"temp_1_6"
26772,"temp_1_6"
26778,"temp_1_6"
26783,"temp_2_2"
26789,"temp_2_2"
26794,"temp_1_6"
26796,"temp_1_6"
26818,"temp_2_1"
26820,"temp_1_6"
26823,"temp_2_1"
26826,"temp_1_6"
26827,"temp_1_6"
26832,"temp_1_6"
26833,"temp_1_6"
26835,"temp_1_2"
26840,"temp_1_6"
26845,"temp_1_6"
26854,"temp_1_6"
26858,"temp_2_1"
26876,"temp_1_6"
26879,"temp_1_6"
26881,"temp_1_6"
26893,"temp_1_6"
26895,"temp_1_3"
26897,"temp_1_6"
26900,"temp_1_6"
26921,"temp_1_6"
26938,"temp_1_6"
26948,"temp_1_6"
26951,"temp_1_6"
26953,"temp_1_6"
26963,"temp_1_6"
26966,"temp_1_6"
26968,"temp_1_5"
26972,"temp_1_1"
26973,"temp_1_6"
26975,"temp_2_1"
26976,"temp_1_6"
26979,"temp_1_6"
26981,"temp_2_1"
26983,"temp_1_6"
26985,"temp_1_6"
26990,"temp_1_6"
26992,"temp_1_6"
26995,"temp_1_6"
26998,"temp_1_6"
27008,"temp_1_6"
27010,"temp_1_6"
27011,"temp_1_6"
27022,"temp_1_6"
27024,"temp_1_6"
27029,"temp_1_6"
27033,"temp_1_6"
27035,"temp_1_6"
27036,"temp_1_5"
27037,"temp_1_6"
27039,"temp_1_6"
27044,"temp_1_6"
27046,"temp_1_6"
27050,"temp_1_6"
27053,"temp_1_6"
27060,"temp_1_6"
27066,"temp_2_1"
27070,"temp_1_6"
27077,"temp_2_2"
27084,"temp_1_6"
27087,"temp_2_1"
27089,"temp_1_6"
27090,"temp_1_6"
27092,"temp_1_5"
27094,"temp_1_6"
27097,"temp_1_5"
27103,"temp_2_1"
27105,"temp_1_6"
27107,"temp_1_6"
27118,"temp_1_6"
27126,"temp_1_6"
27130,"temp_2_2"
27133,"temp_2_1"
27140,"temp_1_6"
27143,"temp_1_2"
27146,"temp_1_6"
27157,"temp_1_6"
27161,"temp_1_4"
27162,"temp_1_6"
27168,"temp_1_6"
27174,"temp_2_2"
27175,"temp_1_6"
27176,"temp_1_6"
27180,"temp_1_6"
27189,"temp_1_6"
27192,"temp_1_6"
27201,"temp_1_5"
27217,"temp_2_1"
27221,"temp_1_6"
27222,"temp_1_6"
27223,"temp_1_6"
27231,"temp_2_1"
27233,"temp_1_6"
27238,"temp_1_5"
27239,"temp_2_2"
27240,"temp_1_5"
27245,"temp_1_6"
27246,"temp_1_6"
27248,"temp_1_6"
27251,"temp_1_6"
27259,"temp_1_6"
27262,"temp_1_5"
27263,"temp_1_6"
27266,"temp_1_6"
27268,"temp_1_6"
27271,"temp_1_1"
27272,"temp_1_6"
27282,"temp_1_6"
27284,"temp_1_6"
27285,"temp_2_1"
27292,"temp_1_6"
27294,"temp_1_6"
27296,"temp_1_6"
27302,"temp_1_6"
27308,"temp_1_6"
27309,"temp_1_6"
27310,"temp_1_6"
27315,"temp_1_6"
27316,"temp_1_6"
27327,"temp_1_6"
27329,"temp_1_6"
27337,"temp_1_6"
27343,"temp_1_5"
27349,"temp_1_6"
27354,"temp_2_1"
27355,"temp_1_5"
27365,"temp_1_5"
27368,"temp_1_5"
27373,"temp_2_2"
27374,"temp_1_6"
27376,"temp_1_6"
27377,"temp_1_6"
27380,"temp_1_2"
27382,"temp_1_6"
27384,"temp_1_6"
27391,"temp_1_6"
27396,"temp_2_2"
27397,"temp_1_6"
27398,"temp_1_6"
27399,"temp_1_6"
27401,"temp_1_6"
27402,"temp_1_5"
27405,"temp_1_6"
27407,"temp_1_6"
27408,"temp_1_6"
27414,"temp_1_6"
27415,"temp_1_6"
27418,"temp_1_6"
27420,"temp_1_6"
27421,"temp_1_6"
27428,"temp_1_5"
27433,"temp_1_3"
27435,"temp_1_6"
27440,"temp_1_6"
27441,"temp_1_6"
27442,"temp_1_5"
27443,"temp_1_5"
27463,"temp_1_6"
27466,"temp_1_5"
27472,"temp_2_2"
27473,"temp_1_6"
27476,"temp_2_2"
27479,"temp_1_6"
27482,"temp_1_6"
27490,"temp_1_6"
27492,"temp_1_6"
27501,"temp_2_1"
27509,"temp_1_6"
27513,"temp_1_6"
27515,"temp_1_6"
27529,"temp_1_6"
27532,"temp_1_6"
27537,"temp_1_6"
27539,"temp_1_6"
27545,"temp_1_6"
27547,"temp_1_2"
27548,"temp_1_6"
27551,"temp_1_6"
27552,"temp_1_6"
27556,"temp_1_6"
27557,"temp_1_6"
27558,"temp_1_6"
27560,"temp_1_6"
27564,"temp_2_2"
27568,"temp_1_5"
27569,"temp_2_1"
27572,"temp_1_6"
27577,"temp_1_5"
27579,"temp_1_6"
27582,"temp_1_6"
27589,"temp_1_5"
27597,"temp_1_6"
27599,"temp_2_1"
27601,"temp_1_6"
27602,"temp_1_6"
27610,"temp_1_5"
27616,"temp_1_6"
27618,"temp_2_1"
27620,"temp_1_6"
27629,"temp_1_6"
27632,"temp_1_6"
27639,"temp_1_1"
27640,"temp_1_6"
27643,"temp_1_1"
27644,"temp_1_6"
27647,"temp_1_6"
27648,"temp_1_6"
27650,"temp_1_6"
27653,"temp_1_6"
27657,"temp_1_6"
27659,"temp_1_6"
27660,"temp_1_6"
27668,"temp_1_6"
27673,"temp_1_6"
27674,"temp_1_6"
27677,"temp_1_5"
27680,"temp_1_6"
27682,"temp_1_6"
27683,"temp_1_6"
27690,"temp_1_5"
27691,"temp_1_6"
27704,"temp_1_6"
27709,"temp_1_6"
27710,"temp_1_6"
27714,"temp_1_6"
27717,"temp_1_5"
27721,"temp_1_5"
27726,"temp_1_6"
27727,"temp_1_6"
27728,"temp_1_5"
27729,"temp_1_6"
27731,"temp_1_6"
27735,"temp_2_1"
27737,"temp_1_6"
27738,"temp_1_6"
27743,"temp_1_5"
27755,"temp_1_6"
27765,"temp_1_6"
27766,"temp_2_2"
27768,"temp_1_6"
27774,"temp_2_1"
27776,"temp_1_6"
27777,"temp_1_6"
27781,"temp_1_2"
27782,"temp_1_6"
27786,"temp_1_6"
27787,"temp_1_1"
27794,"temp_1_6"
27805,"temp_1_6"
27809,"temp_1_6"
27813,"temp_1_6"
27814,"temp_2_1"
27815,"temp_1_1"
27824,"temp_1_6"
27831,"temp_1_6"
27840,"temp_1_6"
27844,"temp_1_6"
27845,"temp_2_2"
27846,"temp_1_6"
27852,"temp_1_6"
27856,"temp_2_2"
27857,"temp_1_6"
27858,"temp_2_1"
27867,"temp_1_5"
27874,"temp_1_6"
27880,"temp_1_6"
27884,"temp_1_6"
27890,"temp_1_5"
27894,"temp_1_6"
27895,"temp_1_5"
27897,"temp_1_6"
27900,"temp_1_5"
27903,"temp_1_6"
27904,"temp_1_6"
27905,"temp_1_6"
27908,"temp_1_6"
27909,"temp_1_6"
27913,"temp_2_1"
27916,"temp_1_6"
27930,"temp_1_6"
27933,"temp_1_6"
27935,"temp_1_5"
27936,"temp_1_6"
27937,"temp_1_6"
27938,"temp_1_6"
27939,"temp_1_6"
27940,"temp_1_6"
27949,"temp_1_6"
27951,"temp_1_1"
27953,"temp_1_6"
27954,"temp_1_6"
27956,"temp_1_6"
27962,"temp_1_5"
27963,"temp_1_6"
27965,"temp_2_2"
27968,"temp_1_5"
27973,"temp_1_6"
27988,"temp_1_6"
27992,"temp_1_6"
27995,"temp_1_2"
27998,"temp_1_6"
28001,"temp_2_1"
28002,"temp_1_6"
28006,"temp_1_6"
28007,"temp_1_6"
28012,"temp_1_6"
28013,"temp_1_5"
28016,"temp_1_6"
28018,"temp_1_6"
28026,"temp_1_6"
28027,"temp_1_6"
28028,"temp_1_6"
28031,"temp_1_6"
28033,"temp_1_6"
28035,"temp_2_1"
28036,"temp_1_5"
28044,"temp_1_2"
28045,"temp_1_6"
28055,"temp_1_6"
28059,"temp_1_6"
28065,"temp_1_6"
28067,"temp_1_6"
28071,"temp_1_5"
28072,"temp_1_6"
28075,"temp_1_6"
28079,"temp_2_2"
28081,"temp_1_6"
28091,"temp_1_6"
28093,"temp_1_6"
28103,"temp_1_5"
28107,"temp_2_2"
28108,"temp_1_6"
28110,"temp_2_1"
28113,"temp_1_4"
28119,"temp_2_2"
28126,"temp_1_6"
28129,"temp_2_2"
28133,"temp_1_6"
28139,"temp_1_6"
28140,"temp_1_6"
28145,"temp_1_6"
28147,"temp_2_1"
28157,"temp_1_6"
28160,"temp_2_2"
28165,"temp_2_1"
28169,"temp_2_2"
28173,"temp_1_6"
28176,"temp_2_1"
28182,"temp_1_6"
28196,"temp_1_6"
28198,"temp_1_5"
28200,"temp_1_5"
28204,"temp_1_6"
28209,"temp_1_6"
28212,"temp_1_6"
28219,"temp_1_6"
28221,"temp_1_6"
28227,"temp_1_6"
28228,"temp_2_2"
28232,"temp_1_6"
28233,"temp_1_6"
28235,"temp_1_6"
28237,"temp_1_6"
28239,"temp_2_2"
28243,"temp_2_2"
28247,"temp_1_6"
28252,"temp_1_6"
28255,"temp_1_6"
28257,"temp_1_6"
28261,"temp_1_6"
28268,"temp_2_1"
28271,"temp_1_6"
28272,"temp_1_6"
28274,"temp_2_2"
28281,"temp_1_6"
28282,"temp_1_6"
28286,"temp_1_6"
28289,"temp_1_6"
28292,"temp_1_6"
28296,"temp_1_6"
28301,"temp_1_6"
28309,"temp_1_6"
28310,"temp_1_6"
28314,"temp_1_6"
28317,"temp_1_6"
28321,"temp_1_5"
28327,"temp_1_6"
28333,"temp_1_6"
28339,"temp_1_6"
28340,"temp_1_6"
28343,"temp_1_5"
28344,"temp_1_6"
28353,"temp_1_4"
28354,"temp_1_6"
28361,"temp_1_6"
28362,"temp_1_6"
28365,"temp_1_6"
28367,"temp_2_1"
28372,"temp_1_6"
28377,"temp_1_6"
28387,"temp_1_6"
28388,"temp_1_6"
28393,"temp_1_6"
28394,"temp_2_1"
28415,"temp_1_6"
28418,"temp_1_5"
28419,"temp_1_6"
28423,"temp_1_6"
28424,"temp_2_1"
28426,"temp_1_6"
28430,"temp_2_1"
28431,"temp_1_5"
28433,"temp_1_6"
28440,"temp_1_6"
28446,"temp_2_1"
28447,"temp_2_1"
28454,"temp_1_6"
28458,"temp_1_5"
28466,"temp_1_2"
28468,"temp_1_6"
28469,"temp_1_6"
28470,"temp_1_6"
28472,"temp_1_6"
28475,"temp_1_6"
28483,"temp_1_6"
28500,"temp_1_6"
28509,"temp_1_6"
28511,"temp_2_1"
28513,"temp_1_5"
28515,"temp_2_1"
28533,"temp_1_6"
28538,"temp_1_6"
28539,"temp_1_6"
28540,"temp_1_6"
28542,"temp_1_6"
28543,"temp_1_5"
28553,"temp_1_6"
28556,"temp_1_6"
28559,"temp_2_1"
28563,"temp_1_6"
28575,"temp_1_6"
28578,"temp_1_6"
28579,"temp_2_1"
28580,"temp_2_1"
28587,"temp_1_6"
28597,"temp_2_1"
28599,"temp_1_6"
28601,"temp_1_6"
28604,"temp_1_6"
28618,"temp_1_6"
28625,"temp_1_6"
28630,"temp_1_6"
28632,"temp_1_6"
28640,"temp_1_5"
28641,"temp_1_6"
28644,"temp_1_6"
28647,"temp_1_6"
28660,"temp_1_6"
28663,"temp_2_1"
28668,"temp_1_6"
28672,"temp_2_1"
28674,"temp_1_6"
28676,"temp_2_1"
28679,"temp_1_6"
28680,"temp_2_1"
28681,"temp_1_6"
28686,"temp_2_1"
28689,"temp_1_1"
28696,"temp_1_6"
28703,"temp_1_6"
28705,"temp_1_5"
28707,"temp_1_6"
28708,"temp_1_6"
28713,"temp_1_5"
28740,"temp_2_1"
28747,"temp_1_6"
28755,"temp_1_5"
28756,"temp_1_6"
28757,"temp_1_5"
28770,"temp_1_6"
28773,"temp_1_5"
28779,"temp_1_5"
28783,"temp_1_6"
28805,"temp_2_1"
28808,"temp_1_6"
28810,"temp_1_6"
28820,"temp_1_6"
28825,"temp_1_6"
28827,"temp_1_5"
28833,"temp_2_2"
28835,"temp_1_6"
28838,"temp_1_6"
28839,"temp_1_6"
28841,"temp_1_6"
28849,"temp_1_6"
28852,"temp_1_6"
28858,"temp_2_2"
28865,"temp_1_6"
28866,"temp_1_2"
28869,"temp_1_6"
28870,"temp_1_5"
28881,"temp_2_1"
28886,"temp_1_6"
28896,"temp_1_6"
28901,"temp_1_6"
28903,"temp_1_6"
28911,"temp_1_3"
28912,"temp_2_1"
28916,"temp_1_1"
28919,"temp_1_2"
28920,"temp_1_6"
28921,"temp_1_6"
28922,"temp_2_2"
28925,"temp_1_6"
28927,"temp_1_6"
28940,"temp_1_6"
28950,"temp_1_6"
28955,"temp_1_6"
28956,"temp_1_6"
28961,"temp_1_6"
28962,"temp_1_6"
28965,"temp_1_6"
28966,"temp_2_2"
28970,"temp_2_1"
28973,"temp_2_1"
28981,"temp_1_6"
28987,"temp_1_6"
28989,"temp_2_1"
28992,"temp_1_6"
28994,"temp_1_6"
28999,"temp_1_6"
29009,"temp_1_5"
29011,"temp_1_5"
29017,"temp_1_6"
29018,"temp_1_6"
29019,"temp_1_6"
29020,"temp_1_6"
29022,"temp_1_6"
29029,"temp_1_6"
29036,"temp_1_6"
29038,"temp_1_6"
29048,"temp_1_6"
29055,"temp_1_6"
29060,"temp_1_6"
29061,"temp_2_1"
29065,"temp_1_6"
29068,"temp_2_1"
29073,"temp_1_6"
29083,"temp_1_6"
29096,"temp_1_6"
29097,"temp_1_6"
29103,"temp_2_2"
29107,"temp_1_5"
29111,"temp_2_1"
29117,"temp_1_1"
29118,"temp_1_6"
29124,"temp_1_6"
29134,"temp_1_6"
29141,"temp_1_5"
29143,"temp_2_1"
29148,"temp_1_6"
29149,"temp_1_6"
29156,"temp_1_6"
29162,"temp_1_6"
29170,"temp_1_6"
29171,"temp_1_6"
29174,"temp_1_6"
29177,"temp_1_6"
29180,"temp_1_6"
29187,"temp_1_5"
29195,"temp_1_6"
29206,"temp_1_6"
29214,"temp_1_6"
29220,"temp_1_6"
29221,"temp_1_6"
29237,"temp_2_1"
29247,"temp_1_6"
29253,"temp_2_2"
29259,"temp_1_6"
29260,"temp_2_1"
29262,"temp_1_6"
29265,"temp_1_6"
29268,"temp_1_5"
29270,"temp_2_2"
29274,"temp_1_6"
29278,"temp_1_6"
29279,"temp_2_1"
29282,"temp_2_2"
29294,"temp_1_6"
29303,"temp_1_6"
29308,"temp_1_5"
29316,"temp_1_6"
29319,"temp_1_6"
29320,"temp_2_1"
29322,"temp_1_6"
29324,"temp_1_6"
29330,"temp_1_6"
29337,"temp_1_6"
29339,"temp_1_6"
29346,"temp_1_6"
29353,"temp_1_6"
29361,"temp_1_6"
29362,"temp_1_6"
29365,"temp_1_6"
29368,"temp_1_6"
29371,"temp_2_2"
29372,"temp_2_2"
29380,"temp_1_6"
29390,"temp_1_6"
29394,"temp_2_1"
29399,"temp_1_6"
29400,"temp_1_6"
29404,"temp_2_1"
29408,"temp_1_6"
29411,"temp_1_5"
29412,"temp_2_1"
29423,"temp_1_6"
29427,"temp_1_6"
29429,"temp_2_2"
29431,"temp_1_6"
29432,"temp_1_6"
29441,"temp_1_6"
29444,"temp_2_2"
29449,"temp_1_6"
29458,"temp_1_6"
29460,"temp_1_1"
29466,"temp_1_6"
29470,"temp_1_6"
29475,"temp_1_6"
29489,"temp_1_2"
29499,"temp_1_5"
29502,"temp_1_6"
29509,"temp_1_6"
29511,"temp_1_6"
29513,"temp_1_6"
29515,"temp_1_6"
29519,"temp_1_6"
29523,"temp_1_6"
29534,"temp_2_1"
29536,"temp_1_6"
29540,"temp_1_6"
29541,"temp_2_1"
29545,"temp_1_5"
29548,"temp_1_6"
29551,"temp_1_6"
29553,"temp_2_2"
29555,"temp_1_6"
29556,"temp_1_6"
29558,"temp_1_6"
29562,"temp_1_6"
29568,"temp_1_6"
29572,"temp_1_6"
29580,"temp_2_1"
29583,"temp_2_2"
29587,"temp_2_1"
29589,"temp_1_2"
29602,"temp_1_6"
29610,"temp_1_6"
29614,"temp_2_1"
29624,"temp_1_6"
29625,"temp_1_6"
29627,"temp_1_5"
29628,"temp_1_6"
29629,"temp_2_2"
29631,"temp_1_6"
29633,"temp_1_6"
29637,"temp_1_6"
29656,"temp_1_6"
29657,"temp_1_6"
29661,"temp_1_6"
29675,"temp_1_6"
29687,"temp_1_6"
29693,"temp_1_6"
29695,"temp_1_6"
29696,"temp_1_6"
29701,"temp_1_6"
29703,"temp_1_6"
29710,"temp_1_6"
29712,"temp_2_1"
29717,"temp_1_6"
29722,"temp_1_6"
29723,"temp_1_6"
29724,"temp_1_6"
29726,"temp_1_6"
29732,"temp_1_6"
29736,"temp_1_6"
29737,"temp_1_6"
29745,"temp_1_6"
29746,"temp_1_6"
29748,"temp_1_6"
29750,"temp_1_6"
29756,"temp_1_6"
29760,"temp_1_6"
29761,"temp_2_1"
29763,"temp_1_6"
29765,"temp_1_6"
29767,"temp_1_6"
29775,"temp_1_6"
29776,"temp_1_1"
29777,"temp_1_6"
29779,"temp_2_1"
29781,"temp_1_6"
29784,"temp_2_2"
29786,"temp_1_6"
29790,"temp_1_6"
29796,"temp_1_6"
29799,"temp_1_3"
29825,"temp_1_6"
29827,"temp_1_6"
29828,"temp_1_6"
29836,"temp_1_5"
29837,"temp_2_1"
29847,"temp_1_6"
29855,"temp_1_6"
29871,"temp_1_6"
29874,"temp_1_6"
29884,"temp_1_6"
29891,"temp_1_6"
29893,"temp_1_6"
29894,"temp_2_1"
29896,"temp_1_6"
29903,"temp_1_6"
29906,"temp_1_6"
29907,"temp_1_6"
29915,"temp_1_6"
29916,"temp_1_2"
29925,"temp_1_6"
29929,"temp_1_6"
29930,"temp_1_6"
29931,"temp_1_5"
29934,"temp_1_6"
29935,"temp_1_6"
29937,"temp_1_1"
29939,"temp_2_2"
29948,"temp_1_6"
29950,"temp_1_6"
29952,"temp_1_6"
29957,"temp_1_6"
29958,"temp_2_2"
29964,"temp_2_1"
29967,"temp_1_5"
29968,"temp_2_1"
29975,"temp_1_6"
29976,"temp_1_6"
29980,"temp_1_6"
29988,"temp_1_6"
29991,"temp_2_1"
29992,"temp_1_6"
29996,"temp_1_6"
29998,"temp_1_6"
30004,"temp_1_6"
30005,"temp_1_6"
30006,"temp_1_6"
30007,"temp_1_6"
30010,"temp_1_6"
30015,"temp_1_6"
30020,"temp_1_6"
30021,"temp_1_6"
30022,"temp_2_1"
30028,"temp_2_1"
30029,"temp_1_6"
30030,"temp_1_6"
30031,"temp_1_6"
30036,"temp_1_6"
30038,"temp_1_6"
30039,"temp_1_6"
30042,"temp_1_6"
30043,"temp_1_6"
30044,"temp_1_6"
30054,"temp_1_6"
30061,"temp_1_6"
30062,"temp_1_5"
30064,"temp_1_6"
30067,"temp_1_6"
30071,"temp_1_6"
30072,"temp_1_6"
30074,"temp_1_6"
30085,"temp_1_6"
30091,"temp_1_6"
30092,"temp_1_6"
30098,"temp_1_6"
30100,"temp_1_1"
30101,"temp_1_6"
30102,"temp_1_6"
30106,"temp_1_6"
30108,"temp_1_5"
30110,"temp_1_6"
30115,"temp_1_6"
30118,"temp_1_1"
30120,"temp_1_5"
30122,"temp_1_6"
30124,"temp_1_6"
30125,"temp_1_6"
30127,"temp_1_6"
30128,"temp_1_6"
30131,"temp_1_6"
30133,"temp_1_6"
30134,"temp_1_6"
30136,"temp_1_6"
30138,"temp_1_6"
30144,"temp_1_6"
30145,"temp_1_6"
30146,"temp_1_1"
30148,"temp_1_6"
30154,"temp_1_6"
30157,"temp_2_2"
30159,"temp_1_6"
30160,"temp_1_5"
30169,"temp_1_6"
30171,"temp_1_6"
30172,"temp_1_6"
30173,"temp_1_5"
30180,"temp_1_6"
30182,"temp_1_6"
30183,"temp_1_6"
30187,"temp_1_6"
30191,"temp_1_6"
30200,"temp_1_6"
30201,"temp_2_2"
30217,"temp_1_6"
30218,"temp_1_6"
30219,"temp_1_6"
30220,"temp_1_6"
30221,"temp_1_6"
30222,"temp_1_3"
30224,"temp_1_6"
30225,"temp_1_6"
30228,"temp_1_6"
30229,"temp_1_6"
30230,"temp_1_6"
30231,"temp_1_6"
30235,"temp_1_6"
30240,"temp_1_6"
30242,"temp_1_5"
30245,"temp_2_2"
30247,"temp_1_6"
30250,"temp_1_6"
30255,"temp_1_5"
30257,"temp_1_2"
30259,"temp_1_6"
30268,"temp_2_2"
30270,"temp_1_6"
30275,"temp_1_6"
30278,"temp_1_6"
30280,"temp_1_6"
30290,"temp_1_6"
30292,"temp_1_6"
30294,"temp_1_6"
30304,"temp_1_5"
30306,"temp_1_6"
30308,"temp_1_6"
30312,"temp_2_1"
30313,"temp_1_6"
30315,"temp_2_1"
30316,"temp_1_6"
30327,"temp_2_1"
30331,"temp_1_6"
30334,"temp_1_2"
30338,"temp_1_5"
30354,"temp_1_5"
30356,"temp_1_6"
30358,"temp_1_6"
30360,"temp_1_2"
30361,"temp_1_6"
30362,"temp_2_2"
30363,"temp_1_6"
30367,"temp_1_6"
30374,"temp_1_6"
30383,"temp_1_6"
30385,"temp_1_6"
30386,"temp_1_6"
30387,"temp_1_6"
30390,"temp_2_1"
30394,"temp_1_5"
30399,"temp_1_6"
30402,"temp_1_6"
30404,"temp_1_6"
30406,"temp_1_6"
30407,"temp_1_6"
30418,"temp_1_6"
30424,"temp_1_5"
30429,"temp_2_2"
30436,"temp_1_6"
30437,"temp_1_6"
30439,"temp_1_2"
30447,"temp_1_6"
30452,"temp_1_6"
30455,"temp_1_6"
30460,"temp_1_3"
30467,"temp_1_6"
30468,"temp_1_6"
30471,"temp_1_6"
30476,"temp_1_6"
30479,"temp_1_6"
30493,"temp_1_6"
30495,"temp_1_6"
30496,"temp_1_6"
30497,"temp_1_6"
30498,"temp_1_5"
30504,"temp_1_6"
30509,"temp_1_6"
30511,"temp_1_5"
30517,"temp_1_6"
30528,"temp_1_6"
30530,"temp_1_6"
30534,"temp_1_6"
30535,"temp_2_2"
30537,"temp_1_6"
30541,"temp_1_6"
30551,"temp_1_2"
30552,"temp_1_6"
30554,"temp_1_6"
30561,"temp_1_6"
30564,"temp_1_6"
30571,"temp_1_6"
30572,"temp_1_6"
30576,"temp_2_1"
30581,"temp_1_6"
30584,"temp_1_2"
30585,"temp_1_6"
30591,"temp_1_6"
30592,"temp_1_5"
30617,"temp_1_6"
30619,"temp_1_6"
30622,"temp_1_6"
30629,"temp_2_1"
30633,"temp_1_5"
30642,"temp_1_6"
30644,"temp_1_6"
30648,"temp_2_2"
30659,"temp_1_6"
30668,"temp_1_6"
30670,"temp_1_6"
30672,"temp_1_6"
30676,"temp_1_6"
30679,"temp_1_5"
30680,"temp_2_2"
30686,"temp_1_5"
30694,"temp_1_6"
30696,"temp_1_6"
30698,"temp_2_1"
30701,"temp_1_6"
30704,"temp_1_6"
30705,"temp_1_6"
30710,"temp_1_6"
30717,"temp_1_6"
30718,"temp_1_6"
30721,"temp_1_6"
30724,"temp_1_1"
30726,"temp_1_6"
30730,"temp_1_6"
30731,"temp_1_6"
30733,"temp_1_6"
30734,"temp_1_5"
30736,"temp_1_6"
30739,"temp_1_6"
30750,"temp_1_6"
30752,"temp_1_6"
30755,"temp_1_6"
30763,"temp_1_6"
30772,"temp_1_6"
30774,"temp_1_6"
30787,"temp_1_6"
30788,"temp_1_6"
30789,"temp_1_6"
30791,"temp_1_6"
30798,"temp_2_2"
30800,"temp_1_6"
30804,"temp_1_6"
30809,"temp_1_6"
30817,"temp_1_6"
30828,"temp_1_6"
30830,"temp_1_6"
30831,"temp_1_6"
30832,"temp_1_6"
30835,"temp_1_6"
30838,"temp_1_2"
30841,"temp_2_1"
30843,"temp_1_6"
30847,"temp_1_5"
30849,"temp_1_6"
30850,"temp_1_5"
30856,"temp_1_6"
30857,"temp_1_6"
30859,"temp_1_6"
30862,"temp_1_6"
30869,"temp_1_6"
30873,"temp_1_6"
30876,"temp_1_6"
30890,"temp_1_2"
30898,"temp_1_6"
30903,"temp_1_3"
30908,"temp_1_6"
30912,"temp_1_6"
30915,"temp_1_6"
30918,"temp_1_6"
30919,"temp_1_6"
